variant,benchmark,input_value,input_metric,phase,time_lo_s,time_mid_s,time_hi_s,units
vanilla,collatz,190,n,decode,0.228000,0.234000,0.239000,s
vanilla,collatz,190,n,trace,0.067000,0.068000,0.070000,s
vanilla,collatz,190,n,preprocess,2.560000,2.622000,2.667000,s
vanilla,collatz,190,n,prove,0.808000,0.811000,0.815000,s
vanilla,collatz,190,n,verify,0.045000,0.046000,0.048000,s
vanilla,collatz,195,n,decode,0.225000,0.232000,0.248000,s
vanilla,collatz,195,n,trace,0.066000,0.069000,0.071000,s
vanilla,collatz,195,n,preprocess,2.490000,2.624000,2.818000,s
vanilla,collatz,195,n,prove,0.799000,0.812000,0.828000,s
vanilla,collatz,195,n,verify,0.044000,0.046000,0.048000,s
vanilla,collatz,200,n,decode,0.220000,0.225000,0.228000,s
vanilla,collatz,200,n,trace,0.065000,0.065000,0.066000,s
vanilla,collatz,200,n,preprocess,2.476000,2.540000,2.649000,s
vanilla,collatz,200,n,prove,0.678000,0.683000,0.687000,s
vanilla,collatz,200,n,verify,0.043000,0.044000,0.046000,s
vanilla,collatz,210,n,decode,0.222000,0.226000,0.231000,s
vanilla,collatz,210,n,trace,0.065000,0.066000,0.067000,s
vanilla,collatz,210,n,preprocess,2.499000,2.575000,2.693000,s
vanilla,collatz,210,n,prove,0.683000,0.686000,0.693000,s
vanilla,collatz,210,n,verify,0.043000,0.044000,0.045000,s
vanilla,collatz,220,n,decode,0.221000,0.229000,0.234000,s
vanilla,collatz,220,n,trace,0.067000,0.068000,0.069000,s
vanilla,collatz,220,n,preprocess,2.542000,2.599000,2.687000,s
vanilla,collatz,220,n,prove,0.795000,0.814000,0.826000,s
vanilla,collatz,220,n,verify,0.044000,0.046000,0.048000,s
vanilla,collatz,230,n,decode,0.228000,0.230000,0.237000,s
vanilla,collatz,230,n,trace,0.066000,0.068000,0.069000,s
vanilla,collatz,230,n,preprocess,2.584000,2.637000,2.777000,s
vanilla,collatz,230,n,prove,0.693000,0.695000,0.701000,s
vanilla,collatz,230,n,verify,0.044000,0.046000,0.047000,s
vanilla,collatz,240,n,decode,0.229000,0.232000,0.245000,s
vanilla,collatz,240,n,trace,0.066000,0.067000,0.068000,s
vanilla,collatz,240,n,preprocess,2.581000,2.604000,2.725000,s
vanilla,collatz,240,n,prove,0.688000,0.691000,0.693000,s
vanilla,collatz,240,n,verify,0.044000,0.045000,0.046000,s
vanilla,collatz,250,n,decode,0.228000,0.231000,0.239000,s
vanilla,collatz,250,n,trace,0.067000,0.069000,0.070000,s
vanilla,collatz,250,n,preprocess,2.540000,2.590000,2.746000,s
vanilla,collatz,250,n,prove,0.805000,0.812000,0.817000,s
vanilla,collatz,250,n,verify,0.045000,0.046000,0.048000,s
vanilla,collatz,500,n,decode,0.228000,0.232000,0.235000,s
vanilla,collatz,500,n,trace,0.067000,0.069000,0.070000,s
vanilla,collatz,500,n,preprocess,2.573000,2.637000,2.837000,s
vanilla,collatz,500,n,prove,0.804000,0.813000,0.824000,s
vanilla,collatz,500,n,verify,0.046000,0.047000,0.047000,s
vanilla,collatz,750,n,decode,0.226000,0.232000,0.242000,s
vanilla,collatz,750,n,trace,0.066000,0.067000,0.069000,s
vanilla,collatz,750,n,preprocess,2.542000,2.624000,2.664000,s
vanilla,collatz,750,n,prove,0.729000,0.735000,0.746000,s
vanilla,collatz,750,n,verify,0.045000,0.046000,0.047000,s
vanilla,collatz,1000,n,decode,0.228000,0.233000,0.238000,s
vanilla,collatz,1000,n,trace,0.068000,0.068000,0.069000,s
vanilla,collatz,1000,n,preprocess,2.550000,2.639000,2.779000,s
vanilla,collatz,1000,n,prove,0.807000,0.811000,0.826000,s
vanilla,collatz,1000,n,verify,0.045000,0.046000,0.047000,s
vanilla,collatz,2000,n,decode,0.229000,0.232000,0.238000,s
vanilla,collatz,2000,n,trace,0.067000,0.068000,0.071000,s
vanilla,collatz,2000,n,preprocess,2.567000,2.579000,2.744000,s
vanilla,collatz,2000,n,prove,0.804000,0.812000,0.821000,s
vanilla,collatz,2000,n,verify,0.045000,0.046000,0.047000,s
vanilla,collatz,3000,n,decode,0.226000,0.230000,0.245000,s
vanilla,collatz,3000,n,trace,0.066000,0.067000,0.068000,s
vanilla,collatz,3000,n,preprocess,2.542000,2.573000,2.647000,s
vanilla,collatz,3000,n,prove,0.728000,0.733000,0.736000,s
vanilla,collatz,3000,n,verify,0.045000,0.046000,0.049000,s
vanilla,collatz,4000,n,decode,0.226000,0.232000,0.235000,s
vanilla,collatz,4000,n,trace,0.067000,0.069000,0.070000,s
vanilla,collatz,4000,n,preprocess,2.552000,2.628000,2.709000,s
vanilla,collatz,4000,n,prove,0.806000,0.815000,0.827000,s
vanilla,collatz,4000,n,verify,0.045000,0.046000,0.047000,s
vanilla,collatz,5000,n,decode,0.223000,0.225000,0.230000,s
vanilla,collatz,5000,n,trace,0.065000,0.066000,0.067000,s
vanilla,collatz,5000,n,preprocess,2.511000,2.541000,2.691000,s
vanilla,collatz,5000,n,prove,0.680000,0.683000,0.688000,s
vanilla,collatz,5000,n,verify,0.044000,0.045000,0.046000,s
vanilla,collatz,6000,n,decode,0.220000,0.223000,0.229000,s
vanilla,collatz,6000,n,trace,0.065000,0.066000,0.067000,s
vanilla,collatz,6000,n,preprocess,2.487000,2.529000,2.642000,s
vanilla,collatz,6000,n,prove,0.716000,0.720000,0.728000,s
vanilla,collatz,6000,n,verify,0.044000,0.045000,0.046000,s
vanilla,collatz,7000,n,decode,0.222000,0.225000,0.228000,s
vanilla,collatz,7000,n,trace,0.065000,0.066000,0.067000,s
vanilla,collatz,7000,n,preprocess,2.509000,2.559000,2.667000,s
vanilla,collatz,7000,n,prove,0.682000,0.685000,0.686000,s
vanilla,collatz,7000,n,verify,0.042000,0.044000,0.046000,s
vanilla,collatz,8000,n,decode,0.223000,0.226000,0.238000,s
vanilla,collatz,8000,n,trace,0.066000,0.068000,0.069000,s
vanilla,collatz,8000,n,preprocess,2.506000,2.551000,2.686000,s
vanilla,collatz,8000,n,prove,0.796000,0.803000,0.821000,s
vanilla,collatz,8000,n,verify,0.044000,0.045000,0.047000,s
vanilla,collatz,9000,n,decode,0.225000,0.227000,0.230000,s
vanilla,collatz,9000,n,trace,0.066000,0.067000,0.068000,s
vanilla,collatz,9000,n,preprocess,2.564000,2.604000,2.723000,s
vanilla,collatz,9000,n,prove,0.716000,0.725000,0.740000,s
vanilla,collatz,9000,n,verify,0.043000,0.045000,0.047000,s
vanilla,collatz,10000,n,decode,0.223000,0.228000,0.232000,s
vanilla,collatz,10000,n,trace,0.066000,0.067000,0.067000,s
vanilla,collatz,10000,n,preprocess,2.536000,2.561000,2.617000,s
vanilla,collatz,10000,n,prove,0.681000,0.685000,0.691000,s
vanilla,collatz,10000,n,verify,0.045000,0.045000,0.046000,s
vanilla,collatz,12500,n,decode,0.222000,0.227000,0.233000,s
vanilla,collatz,12500,n,trace,0.067000,0.069000,0.070000,s
vanilla,collatz,12500,n,preprocess,2.519000,2.562000,2.620000,s
vanilla,collatz,12500,n,prove,0.801000,0.806000,0.809000,s
vanilla,collatz,12500,n,verify,0.044000,0.045000,0.047000,s
vanilla,collatz,15000,n,decode,0.221000,0.226000,0.239000,s
vanilla,collatz,15000,n,trace,0.068000,0.069000,0.069000,s
vanilla,collatz,15000,n,preprocess,2.525000,2.561000,2.653000,s
vanilla,collatz,15000,n,prove,0.815000,0.819000,0.826000,s
vanilla,collatz,15000,n,verify,0.045000,0.046000,0.048000,s
vanilla,collatz,17500,n,decode,0.225000,0.226000,0.242000,s
vanilla,collatz,17500,n,trace,0.067000,0.067000,0.069000,s
vanilla,collatz,17500,n,preprocess,2.527000,2.571000,2.653000,s
vanilla,collatz,17500,n,prove,0.731000,0.735000,0.739000,s
vanilla,collatz,17500,n,verify,0.045000,0.046000,0.046000,s
vanilla,collatz,20000,n,decode,0.225000,0.226000,0.239000,s
vanilla,collatz,20000,n,trace,0.066000,0.067000,0.068000,s
vanilla,collatz,20000,n,preprocess,2.538000,2.590000,2.643000,s
vanilla,collatz,20000,n,prove,0.676000,0.684000,0.689000,s
vanilla,collatz,20000,n,verify,0.044000,0.045000,0.046000,s
vanilla,collatz,25000,n,decode,0.224000,0.228000,0.231000,s
vanilla,collatz,25000,n,trace,0.067000,0.068000,0.069000,s
vanilla,collatz,25000,n,preprocess,2.539000,2.571000,2.670000,s
vanilla,collatz,25000,n,prove,0.799000,0.805000,0.811000,s
vanilla,collatz,25000,n,verify,0.045000,0.046000,0.047000,s
vanilla,fibonacci,1,n,decode,0.227000,0.233000,0.578000,s
vanilla,fibonacci,1,n,trace,0.063000,0.065000,0.066000,s
vanilla,fibonacci,1,n,preprocess,2.640000,2.706000,2.766000,s
vanilla,fibonacci,1,n,prove,0.617000,0.625000,0.630000,s
vanilla,fibonacci,1,n,verify,0.042000,0.042000,0.044000,s
vanilla,fibonacci,2,n,decode,0.228000,0.231000,0.234000,s
vanilla,fibonacci,2,n,trace,0.063000,0.063000,0.065000,s
vanilla,fibonacci,2,n,preprocess,2.649000,2.722000,2.795000,s
vanilla,fibonacci,2,n,prove,0.620000,0.624000,0.626000,s
vanilla,fibonacci,2,n,verify,0.041000,0.043000,0.044000,s
vanilla,fibonacci,3,n,decode,0.226000,0.229000,0.233000,s
vanilla,fibonacci,3,n,trace,0.063000,0.064000,0.064000,s
vanilla,fibonacci,3,n,preprocess,2.645000,2.667000,2.828000,s
vanilla,fibonacci,3,n,prove,0.620000,0.622000,0.630000,s
vanilla,fibonacci,3,n,verify,0.041000,0.042000,0.043000,s
vanilla,fibonacci,4,n,decode,0.228000,0.230000,0.236000,s
vanilla,fibonacci,4,n,trace,0.063000,0.064000,0.064000,s
vanilla,fibonacci,4,n,preprocess,2.649000,2.675000,2.686000,s
vanilla,fibonacci,4,n,prove,0.620000,0.623000,0.628000,s
vanilla,fibonacci,4,n,verify,0.041000,0.043000,0.044000,s
vanilla,fibonacci,5,n,decode,0.228000,0.231000,0.237000,s
vanilla,fibonacci,5,n,trace,0.063000,0.063000,0.065000,s
vanilla,fibonacci,5,n,preprocess,2.658000,2.686000,2.795000,s
vanilla,fibonacci,5,n,prove,0.617000,0.623000,0.625000,s
vanilla,fibonacci,5,n,verify,0.041000,0.043000,0.045000,s
vanilla,fibonacci,6,n,decode,0.227000,0.230000,0.233000,s
vanilla,fibonacci,6,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,6,n,preprocess,2.633000,2.688000,2.798000,s
vanilla,fibonacci,6,n,prove,0.621000,0.624000,0.628000,s
vanilla,fibonacci,6,n,verify,0.041000,0.042000,0.043000,s
vanilla,fibonacci,7,n,decode,0.228000,0.231000,0.243000,s
vanilla,fibonacci,7,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,7,n,preprocess,2.657000,2.708000,2.823000,s
vanilla,fibonacci,7,n,prove,0.619000,0.626000,0.628000,s
vanilla,fibonacci,7,n,verify,0.042000,0.042000,0.044000,s
vanilla,fibonacci,8,n,decode,0.224000,0.229000,0.235000,s
vanilla,fibonacci,8,n,trace,0.063000,0.064000,0.064000,s
vanilla,fibonacci,8,n,preprocess,2.657000,2.744000,2.813000,s
vanilla,fibonacci,8,n,prove,0.619000,0.625000,0.632000,s
vanilla,fibonacci,8,n,verify,0.042000,0.043000,0.044000,s
vanilla,fibonacci,9,n,decode,0.228000,0.230000,0.233000,s
vanilla,fibonacci,9,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,9,n,preprocess,2.635000,2.666000,2.800000,s
vanilla,fibonacci,9,n,prove,0.621000,0.626000,0.630000,s
vanilla,fibonacci,9,n,verify,0.042000,0.043000,0.045000,s
vanilla,fibonacci,10,n,decode,0.225000,0.228000,0.231000,s
vanilla,fibonacci,10,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,10,n,preprocess,2.645000,2.666000,2.714000,s
vanilla,fibonacci,10,n,prove,0.628000,0.632000,0.638000,s
vanilla,fibonacci,10,n,verify,0.041000,0.043000,0.045000,s
vanilla,fibonacci,11,n,decode,0.224000,0.230000,0.236000,s
vanilla,fibonacci,11,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,11,n,preprocess,2.610000,2.706000,2.835000,s
vanilla,fibonacci,11,n,prove,0.629000,0.631000,0.637000,s
vanilla,fibonacci,11,n,verify,0.041000,0.043000,0.044000,s
vanilla,fibonacci,12,n,decode,0.225000,0.230000,0.248000,s
vanilla,fibonacci,12,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,12,n,preprocess,2.608000,2.690000,2.807000,s
vanilla,fibonacci,12,n,prove,0.630000,0.634000,0.640000,s
vanilla,fibonacci,12,n,verify,0.043000,0.044000,0.045000,s
vanilla,fibonacci,13,n,decode,0.227000,0.229000,0.233000,s
vanilla,fibonacci,13,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,13,n,preprocess,2.635000,2.671000,2.798000,s
vanilla,fibonacci,13,n,prove,0.628000,0.632000,0.636000,s
vanilla,fibonacci,13,n,verify,0.042000,0.044000,0.045000,s
vanilla,fibonacci,14,n,decode,0.227000,0.232000,0.235000,s
vanilla,fibonacci,14,n,trace,0.062000,0.064000,0.064000,s
vanilla,fibonacci,14,n,preprocess,2.657000,2.691000,2.735000,s
vanilla,fibonacci,14,n,prove,0.630000,0.632000,0.638000,s
vanilla,fibonacci,14,n,verify,0.043000,0.044000,0.047000,s
vanilla,fibonacci,15,n,decode,0.226000,0.231000,0.237000,s
vanilla,fibonacci,15,n,trace,0.062000,0.063000,0.065000,s
vanilla,fibonacci,15,n,preprocess,2.666000,2.683000,2.781000,s
vanilla,fibonacci,15,n,prove,0.628000,0.635000,0.637000,s
vanilla,fibonacci,15,n,verify,0.042000,0.043000,0.045000,s
vanilla,fibonacci,16,n,decode,0.227000,0.231000,0.235000,s
vanilla,fibonacci,16,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,16,n,preprocess,2.661000,2.698000,2.884000,s
vanilla,fibonacci,16,n,prove,0.629000,0.633000,0.639000,s
vanilla,fibonacci,16,n,verify,0.042000,0.044000,0.046000,s
vanilla,fibonacci,17,n,decode,0.225000,0.229000,0.236000,s
vanilla,fibonacci,17,n,trace,0.017000,0.063000,0.064000,s
vanilla,fibonacci,17,n,preprocess,2.640000,2.701000,2.844000,s
vanilla,fibonacci,17,n,prove,0.620000,0.630000,0.635000,s
vanilla,fibonacci,17,n,verify,0.039000,0.042000,0.046000,s
vanilla,fibonacci,18,n,decode,0.230000,0.232000,0.247000,s
vanilla,fibonacci,18,n,trace,0.062000,0.063000,0.065000,s
vanilla,fibonacci,18,n,preprocess,2.669000,2.714000,2.907000,s
vanilla,fibonacci,18,n,prove,0.626000,0.632000,0.636000,s
vanilla,fibonacci,18,n,verify,0.043000,0.045000,0.048000,s
vanilla,fibonacci,19,n,decode,0.227000,0.230000,0.238000,s
vanilla,fibonacci,19,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,19,n,preprocess,2.646000,2.696000,2.852000,s
vanilla,fibonacci,19,n,prove,0.621000,0.630000,0.645000,s
vanilla,fibonacci,19,n,verify,0.039000,0.044000,0.046000,s
vanilla,fibonacci,20,n,decode,0.227000,0.231000,0.236000,s
vanilla,fibonacci,20,n,trace,0.017000,0.063000,0.064000,s
vanilla,fibonacci,20,n,preprocess,2.660000,2.703000,2.844000,s
vanilla,fibonacci,20,n,prove,0.625000,0.630000,0.636000,s
vanilla,fibonacci,20,n,verify,0.038000,0.043000,0.048000,s
vanilla,fibonacci,21,n,decode,0.222000,0.229000,0.233000,s
vanilla,fibonacci,21,n,trace,0.017000,0.063000,0.063000,s
vanilla,fibonacci,21,n,preprocess,2.634000,2.736000,2.833000,s
vanilla,fibonacci,21,n,prove,0.618000,0.630000,0.634000,s
vanilla,fibonacci,21,n,verify,0.038000,0.044000,0.045000,s
vanilla,fibonacci,22,n,decode,0.223000,0.229000,0.233000,s
vanilla,fibonacci,22,n,trace,0.017000,0.063000,0.065000,s
vanilla,fibonacci,22,n,preprocess,2.639000,2.695000,2.813000,s
vanilla,fibonacci,22,n,prove,0.624000,0.632000,0.635000,s
vanilla,fibonacci,22,n,verify,0.043000,0.044000,0.048000,s
vanilla,fibonacci,23,n,decode,0.223000,0.228000,0.241000,s
vanilla,fibonacci,23,n,trace,0.017000,0.063000,0.069000,s
vanilla,fibonacci,23,n,preprocess,2.648000,2.666000,2.789000,s
vanilla,fibonacci,23,n,prove,0.620000,0.631000,0.637000,s
vanilla,fibonacci,23,n,verify,0.039000,0.045000,0.048000,s
vanilla,fibonacci,24,n,decode,0.226000,0.230000,0.232000,s
vanilla,fibonacci,24,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,24,n,preprocess,2.670000,2.693000,2.824000,s
vanilla,fibonacci,24,n,prove,0.630000,0.632000,0.637000,s
vanilla,fibonacci,24,n,verify,0.042000,0.043000,0.045000,s
vanilla,fibonacci,25,n,decode,0.226000,0.228000,0.233000,s
vanilla,fibonacci,25,n,trace,0.017000,0.063000,0.064000,s
vanilla,fibonacci,25,n,preprocess,2.655000,2.700000,2.842000,s
vanilla,fibonacci,25,n,prove,0.618000,0.631000,0.638000,s
vanilla,fibonacci,25,n,verify,0.039000,0.044000,0.046000,s
vanilla,fibonacci,26,n,decode,0.227000,0.230000,0.235000,s
vanilla,fibonacci,26,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,26,n,preprocess,2.658000,2.687000,2.829000,s
vanilla,fibonacci,26,n,prove,0.643000,0.647000,0.651000,s
vanilla,fibonacci,26,n,verify,0.043000,0.044000,0.045000,s
vanilla,fibonacci,27,n,decode,0.226000,0.231000,0.234000,s
vanilla,fibonacci,27,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,27,n,preprocess,2.665000,2.701000,2.854000,s
vanilla,fibonacci,27,n,prove,0.639000,0.644000,0.648000,s
vanilla,fibonacci,27,n,verify,0.043000,0.044000,0.047000,s
vanilla,fibonacci,28,n,decode,0.226000,0.229000,0.236000,s
vanilla,fibonacci,28,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,28,n,preprocess,2.672000,2.703000,2.761000,s
vanilla,fibonacci,28,n,prove,0.640000,0.644000,0.653000,s
vanilla,fibonacci,28,n,verify,0.042000,0.044000,0.046000,s
vanilla,fibonacci,29,n,decode,0.227000,0.230000,0.245000,s
vanilla,fibonacci,29,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,29,n,preprocess,2.661000,2.724000,2.929000,s
vanilla,fibonacci,29,n,prove,0.639000,0.647000,0.660000,s
vanilla,fibonacci,29,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,30,n,decode,0.227000,0.230000,0.232000,s
vanilla,fibonacci,30,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,30,n,preprocess,2.681000,2.729000,2.841000,s
vanilla,fibonacci,30,n,prove,0.638000,0.645000,0.649000,s
vanilla,fibonacci,30,n,verify,0.043000,0.044000,0.046000,s
vanilla,fibonacci,31,n,decode,0.231000,0.234000,0.240000,s
vanilla,fibonacci,31,n,trace,0.063000,0.064000,0.065000,s
vanilla,fibonacci,31,n,preprocess,2.668000,2.760000,2.803000,s
vanilla,fibonacci,31,n,prove,0.644000,0.653000,0.655000,s
vanilla,fibonacci,31,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,32,n,decode,0.229000,0.236000,0.241000,s
vanilla,fibonacci,32,n,trace,0.063000,0.064000,0.066000,s
vanilla,fibonacci,32,n,preprocess,2.695000,2.760000,2.903000,s
vanilla,fibonacci,32,n,prove,0.645000,0.653000,0.661000,s
vanilla,fibonacci,32,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,33,n,decode,0.227000,0.229000,0.233000,s
vanilla,fibonacci,33,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,33,n,preprocess,2.651000,2.694000,2.852000,s
vanilla,fibonacci,33,n,prove,0.642000,0.646000,0.652000,s
vanilla,fibonacci,33,n,verify,0.043000,0.045000,0.046000,s
vanilla,fibonacci,34,n,decode,0.228000,0.234000,0.251000,s
vanilla,fibonacci,34,n,trace,0.063000,0.064000,0.065000,s
vanilla,fibonacci,34,n,preprocess,2.685000,2.757000,2.794000,s
vanilla,fibonacci,34,n,prove,0.647000,0.655000,0.659000,s
vanilla,fibonacci,34,n,verify,0.044000,0.045000,0.048000,s
vanilla,fibonacci,35,n,decode,0.228000,0.234000,0.240000,s
vanilla,fibonacci,35,n,trace,0.062000,0.063000,0.066000,s
vanilla,fibonacci,35,n,preprocess,2.695000,2.750000,2.774000,s
vanilla,fibonacci,35,n,prove,0.643000,0.650000,0.659000,s
vanilla,fibonacci,35,n,verify,0.043000,0.045000,0.046000,s
vanilla,fibonacci,36,n,decode,0.226000,0.233000,0.238000,s
vanilla,fibonacci,36,n,trace,0.063000,0.064000,0.065000,s
vanilla,fibonacci,36,n,preprocess,2.721000,2.761000,2.816000,s
vanilla,fibonacci,36,n,prove,0.650000,0.654000,0.659000,s
vanilla,fibonacci,36,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,37,n,decode,0.229000,0.233000,0.240000,s
vanilla,fibonacci,37,n,trace,0.062000,0.064000,0.065000,s
vanilla,fibonacci,37,n,preprocess,2.713000,2.738000,2.896000,s
vanilla,fibonacci,37,n,prove,0.648000,0.655000,0.662000,s
vanilla,fibonacci,37,n,verify,0.042000,0.045000,0.046000,s
vanilla,fibonacci,38,n,decode,0.228000,0.231000,0.236000,s
vanilla,fibonacci,38,n,trace,0.063000,0.063000,0.065000,s
vanilla,fibonacci,38,n,preprocess,2.668000,2.717000,2.818000,s
vanilla,fibonacci,38,n,prove,0.646000,0.647000,0.652000,s
vanilla,fibonacci,38,n,verify,0.043000,0.044000,0.047000,s
vanilla,fibonacci,39,n,decode,0.226000,0.229000,0.234000,s
vanilla,fibonacci,39,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,39,n,preprocess,2.685000,2.711000,2.784000,s
vanilla,fibonacci,39,n,prove,0.643000,0.648000,0.653000,s
vanilla,fibonacci,39,n,verify,0.043000,0.045000,0.046000,s
vanilla,fibonacci,40,n,decode,0.229000,0.231000,0.243000,s
vanilla,fibonacci,40,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,40,n,preprocess,2.659000,2.693000,2.819000,s
vanilla,fibonacci,40,n,prove,0.644000,0.648000,0.651000,s
vanilla,fibonacci,40,n,verify,0.043000,0.045000,0.047000,s
vanilla,fibonacci,41,n,decode,0.228000,0.230000,0.233000,s
vanilla,fibonacci,41,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,41,n,preprocess,2.690000,2.712000,2.846000,s
vanilla,fibonacci,41,n,prove,0.646000,0.649000,0.656000,s
vanilla,fibonacci,41,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,42,n,decode,0.228000,0.231000,0.236000,s
vanilla,fibonacci,42,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,42,n,preprocess,2.678000,2.693000,2.759000,s
vanilla,fibonacci,42,n,prove,0.644000,0.647000,0.651000,s
vanilla,fibonacci,42,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,43,n,decode,0.228000,0.232000,0.238000,s
vanilla,fibonacci,43,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,43,n,preprocess,2.692000,2.747000,2.849000,s
vanilla,fibonacci,43,n,prove,0.646000,0.651000,0.654000,s
vanilla,fibonacci,43,n,verify,0.044000,0.045000,0.048000,s
vanilla,fibonacci,44,n,decode,0.230000,0.231000,0.234000,s
vanilla,fibonacci,44,n,trace,0.063000,0.064000,0.065000,s
vanilla,fibonacci,44,n,preprocess,2.688000,2.729000,2.827000,s
vanilla,fibonacci,44,n,prove,0.644000,0.649000,0.653000,s
vanilla,fibonacci,44,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,45,n,decode,0.228000,0.231000,0.248000,s
vanilla,fibonacci,45,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,45,n,preprocess,2.659000,2.719000,2.766000,s
vanilla,fibonacci,45,n,prove,0.645000,0.648000,0.651000,s
vanilla,fibonacci,45,n,verify,0.043000,0.044000,0.046000,s
vanilla,fibonacci,46,n,decode,0.228000,0.231000,0.234000,s
vanilla,fibonacci,46,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,46,n,preprocess,2.692000,2.712000,2.883000,s
vanilla,fibonacci,46,n,prove,0.645000,0.648000,0.654000,s
vanilla,fibonacci,46,n,verify,0.044000,0.046000,0.046000,s
vanilla,fibonacci,47,n,decode,0.229000,0.232000,0.238000,s
vanilla,fibonacci,47,n,trace,0.063000,0.063000,0.064000,s
vanilla,fibonacci,47,n,preprocess,2.669000,2.700000,2.781000,s
vanilla,fibonacci,47,n,prove,0.646000,0.651000,0.659000,s
vanilla,fibonacci,47,n,verify,0.043000,0.045000,0.048000,s
vanilla,fibonacci,48,n,decode,0.227000,0.229000,0.237000,s
vanilla,fibonacci,48,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,48,n,preprocess,2.664000,2.699000,2.779000,s
vanilla,fibonacci,48,n,prove,0.646000,0.649000,0.652000,s
vanilla,fibonacci,48,n,verify,0.044000,0.045000,0.048000,s
vanilla,fibonacci,49,n,decode,0.225000,0.230000,0.233000,s
vanilla,fibonacci,49,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,49,n,preprocess,2.621000,2.688000,2.803000,s
vanilla,fibonacci,49,n,prove,0.643000,0.647000,0.651000,s
vanilla,fibonacci,49,n,verify,0.044000,0.045000,0.046000,s
vanilla,fibonacci,50,n,decode,0.226000,0.230000,0.235000,s
vanilla,fibonacci,50,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,50,n,preprocess,2.627000,2.706000,2.733000,s
vanilla,fibonacci,50,n,prove,0.645000,0.650000,0.658000,s
vanilla,fibonacci,50,n,verify,0.043000,0.045000,0.046000,s
vanilla,fibonacci,52,n,decode,0.227000,0.229000,0.245000,s
vanilla,fibonacci,52,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,52,n,preprocess,2.632000,2.692000,2.826000,s
vanilla,fibonacci,52,n,prove,0.647000,0.648000,0.654000,s
vanilla,fibonacci,52,n,verify,0.044000,0.045000,0.047000,s
vanilla,fibonacci,54,n,decode,0.224000,0.228000,0.231000,s
vanilla,fibonacci,54,n,trace,0.062000,0.063000,0.065000,s
vanilla,fibonacci,54,n,preprocess,2.628000,2.674000,2.750000,s
vanilla,fibonacci,54,n,prove,0.642000,0.647000,0.651000,s
vanilla,fibonacci,54,n,verify,0.045000,0.045000,0.047000,s
vanilla,fibonacci,56,n,decode,0.226000,0.230000,0.237000,s
vanilla,fibonacci,56,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,56,n,preprocess,2.637000,2.692000,2.828000,s
vanilla,fibonacci,56,n,prove,0.643000,0.649000,0.655000,s
vanilla,fibonacci,56,n,verify,0.043000,0.045000,0.046000,s
vanilla,fibonacci,58,n,decode,0.230000,0.231000,0.235000,s
vanilla,fibonacci,58,n,trace,0.063000,0.063000,0.065000,s
vanilla,fibonacci,58,n,preprocess,2.681000,2.738000,2.889000,s
vanilla,fibonacci,58,n,prove,0.645000,0.650000,0.652000,s
vanilla,fibonacci,58,n,verify,0.044000,0.045000,0.047000,s
vanilla,fibonacci,60,n,decode,0.228000,0.230000,0.232000,s
vanilla,fibonacci,60,n,trace,0.062000,0.063000,0.064000,s
vanilla,fibonacci,60,n,preprocess,2.666000,2.760000,2.850000,s
vanilla,fibonacci,60,n,prove,0.643000,0.648000,0.656000,s
