variant,benchmark,input_value,input_metric,phase,time_lo_s,time_mid_s,time_hi_s,units
32-reg,fibonacci,170,n,prove,0.705000,0.711000,0.720000,s
32-reg,fibonacci,170,n,verify,0.049000,0.051000,0.052000,s
32-reg,fibonacci,175,n,decode,0.229000,0.231000,0.234000,s
32-reg,fibonacci,175,n,trace,0.072000,0.073000,0.075000,s
32-reg,fibonacci,175,n,preprocess,2.629000,2.703000,2.803000,s
32-reg,fibonacci,175,n,prove,0.707000,0.716000,0.720000,s
32-reg,fibonacci,175,n,verify,0.049000,0.051000,0.053000,s
32-reg,fibonacci,180,n,decode,0.227000,0.229000,0.249000,s
32-reg,fibonacci,180,n,trace,0.062000,0.073000,0.075000,s
32-reg,fibonacci,180,n,preprocess,2.639000,2.666000,2.759000,s
32-reg,fibonacci,180,n,prove,0.710000,0.714000,0.723000,s
32-reg,fibonacci,180,n,verify,0.050000,0.051000,0.052000,s
32-reg,fibonacci,185,n,decode,0.224000,0.231000,0.237000,s
32-reg,fibonacci,185,n,trace,0.072000,0.074000,0.075000,s
32-reg,fibonacci,185,n,preprocess,2.647000,2.674000,2.792000,s
32-reg,fibonacci,185,n,prove,0.711000,0.717000,0.724000,s
32-reg,fibonacci,185,n,verify,0.049000,0.051000,0.054000,s
32-reg,fibonacci,190,n,decode,0.226000,0.230000,0.236000,s
32-reg,fibonacci,190,n,trace,0.073000,0.074000,0.074000,s
32-reg,fibonacci,190,n,preprocess,2.633000,2.725000,2.795000,s
32-reg,fibonacci,190,n,prove,0.707000,0.716000,0.722000,s
32-reg,fibonacci,190,n,verify,0.048000,0.051000,0.052000,s
32-reg,fibonacci,195,n,decode,0.226000,0.232000,0.237000,s
32-reg,fibonacci,195,n,trace,0.073000,0.073000,0.074000,s
32-reg,fibonacci,195,n,preprocess,2.663000,2.716000,2.781000,s
32-reg,fibonacci,195,n,prove,0.712000,0.717000,0.722000,s
32-reg,fibonacci,195,n,verify,0.049000,0.051000,0.053000,s
32-reg,fibonacci,200,n,decode,0.227000,0.230000,0.233000,s
32-reg,fibonacci,200,n,trace,0.072000,0.073000,0.074000,s
32-reg,fibonacci,200,n,preprocess,2.639000,2.672000,2.725000,s
32-reg,fibonacci,200,n,prove,0.708000,0.716000,0.725000,s
32-reg,fibonacci,200,n,verify,0.050000,0.051000,0.054000,s
32-reg,fibonacci,210,n,decode,0.224000,0.230000,0.245000,s
32-reg,fibonacci,210,n,trace,0.072000,0.073000,0.075000,s
32-reg,fibonacci,210,n,preprocess,2.607000,2.654000,2.684000,s
32-reg,fibonacci,210,n,prove,0.709000,0.716000,0.725000,s
32-reg,fibonacci,210,n,verify,0.050000,0.051000,0.053000,s
32-reg,fibonacci,220,n,decode,0.225000,0.230000,0.235000,s
32-reg,fibonacci,220,n,trace,0.062000,0.073000,0.074000,s
32-reg,fibonacci,220,n,preprocess,2.588000,2.663000,2.742000,s
32-reg,fibonacci,220,n,prove,0.708000,0.719000,0.727000,s
32-reg,fibonacci,220,n,verify,0.049000,0.051000,0.054000,s
32-reg,fibonacci,230,n,decode,0.225000,0.228000,0.236000,s
32-reg,fibonacci,230,n,trace,0.072000,0.073000,0.075000,s
32-reg,fibonacci,230,n,preprocess,2.617000,2.651000,2.763000,s
32-reg,fibonacci,230,n,prove,0.710000,0.718000,0.732000,s
32-reg,fibonacci,230,n,verify,0.047000,0.051000,0.053000,s
32-reg,fibonacci,240,n,decode,0.225000,0.230000,0.235000,s
32-reg,fibonacci,240,n,trace,0.072000,0.073000,0.075000,s
32-reg,fibonacci,240,n,preprocess,2.638000,2.682000,2.747000,s
32-reg,fibonacci,240,n,prove,0.710000,0.720000,0.729000,s
32-reg,fibonacci,240,n,verify,0.049000,0.051000,0.052000,s
32-reg,fibonacci,250,n,decode,0.225000,0.229000,0.235000,s
32-reg,fibonacci,250,n,trace,0.072000,0.073000,0.074000,s
32-reg,fibonacci,250,n,preprocess,2.655000,2.680000,2.730000,s
32-reg,fibonacci,250,n,prove,0.716000,0.727000,0.731000,s
32-reg,fibonacci,250,n,verify,0.050000,0.051000,0.053000,s
32-reg,fibonacci,500,n,decode,0.223000,0.229000,0.236000,s
32-reg,fibonacci,500,n,trace,0.074000,0.074000,0.076000,s
32-reg,fibonacci,500,n,preprocess,2.638000,2.663000,2.744000,s
32-reg,fibonacci,500,n,prove,0.794000,0.822000,0.837000,s
32-reg,fibonacci,500,n,verify,0.050000,0.052000,0.053000,s
32-reg,fibonacci,750,n,decode,0.227000,0.231000,0.244000,s
32-reg,fibonacci,750,n,trace,0.075000,0.076000,0.076000,s
32-reg,fibonacci,750,n,preprocess,2.603000,2.664000,2.752000,s
32-reg,fibonacci,750,n,prove,0.942000,0.964000,0.978000,s
32-reg,fibonacci,750,n,verify,0.051000,0.051000,0.055000,s
32-reg,fibonacci,1000,n,decode,0.226000,0.229000,0.234000,s
32-reg,fibonacci,1000,n,trace,0.074000,0.075000,0.079000,s
32-reg,fibonacci,1000,n,preprocess,2.630000,2.653000,2.783000,s
32-reg,fibonacci,1000,n,prove,0.963000,1.000000,1.013000,s
32-reg,fibonacci,1000,n,verify,0.050000,0.052000,0.052000,s
32-reg,fibonacci,2000,n,decode,0.224000,0.230000,0.234000,s
32-reg,fibonacci,2000,n,trace,0.077000,0.079000,0.080000,s
32-reg,fibonacci,2000,n,preprocess,2.572000,2.626000,2.671000,s
32-reg,fibonacci,2000,n,prove,1.285000,1.303000,1.342000,s
32-reg,fibonacci,2000,n,verify,0.050000,0.052000,0.052000,s
32-reg,fibonacci,3000,n,decode,0.225000,0.227000,0.233000,s
32-reg,fibonacci,3000,n,trace,0.083000,0.085000,0.086000,s
32-reg,fibonacci,3000,n,preprocess,2.538000,2.612000,2.665000,s
32-reg,fibonacci,3000,n,prove,1.786000,1.804000,1.823000,s
32-reg,fibonacci,3000,n,verify,0.056000,0.060000,0.061000,s
32-reg,fibonacci,4000,n,decode,0.220000,0.227000,0.242000,s
32-reg,fibonacci,4000,n,trace,0.083000,0.084000,0.086000,s
32-reg,fibonacci,4000,n,preprocess,2.577000,2.621000,2.741000,s
32-reg,fibonacci,4000,n,prove,1.879000,1.894000,1.916000,s
32-reg,fibonacci,4000,n,verify,0.051000,0.052000,0.054000,s
32-reg,fibonacci,5000,n,decode,0.222000,0.225000,0.233000,s
32-reg,fibonacci,5000,n,trace,0.085000,0.088000,0.090000,s
32-reg,fibonacci,5000,n,preprocess,2.542000,2.602000,2.749000,s
32-reg,fibonacci,5000,n,prove,1.987000,1.997000,2.025000,s
32-reg,fibonacci,5000,n,verify,0.051000,0.052000,0.055000,s
32-reg,fibonacci,6000,n,decode,0.221000,0.225000,0.230000,s
32-reg,fibonacci,6000,n,trace,0.092000,0.092000,0.095000,s
32-reg,fibonacci,6000,n,preprocess,2.489000,2.559000,2.662000,s
32-reg,fibonacci,6000,n,prove,2.999000,3.030000,3.073000,s
32-reg,fibonacci,6000,n,verify,0.056000,0.059000,0.068000,s
32-reg,fibonacci,7000,n,decode,0.213000,0.222000,0.299000,s
32-reg,fibonacci,7000,n,trace,0.095000,0.095000,0.096000,s
32-reg,fibonacci,7000,n,preprocess,2.443000,2.539000,2.672000,s
32-reg,fibonacci,7000,n,prove,3.068000,3.107000,3.153000,s
32-reg,fibonacci,7000,n,verify,0.056000,0.059000,0.061000,s
32-reg,fibonacci,8000,n,decode,0.218000,0.224000,0.237000,s
32-reg,fibonacci,8000,n,trace,0.096000,0.098000,0.100000,s
32-reg,fibonacci,8000,n,preprocess,2.516000,2.584000,2.786000,s
32-reg,fibonacci,8000,n,prove,3.116000,3.133000,3.202000,s
32-reg,fibonacci,8000,n,verify,0.051000,0.057000,0.061000,s
32-reg,fibonacci,9000,n,decode,0.216000,0.222000,0.226000,s
32-reg,fibonacci,9000,n,trace,0.100000,0.101000,0.102000,s
32-reg,fibonacci,9000,n,preprocess,2.509000,2.560000,2.705000,s
32-reg,fibonacci,9000,n,prove,3.191000,3.219000,3.234000,s
32-reg,fibonacci,9000,n,verify,0.052000,0.059000,0.061000,s
32-reg,fibonacci,10000,n,decode,0.221000,0.225000,0.229000,s
32-reg,fibonacci,10000,n,trace,0.101000,0.103000,0.105000,s
32-reg,fibonacci,10000,n,preprocess,2.540000,2.623000,2.700000,s
32-reg,fibonacci,10000,n,prove,3.281000,3.365000,3.401000,s
32-reg,fibonacci,10000,n,verify,0.051000,0.061000,0.062000,s
32-reg,fibonacci,12500,n,decode,0.223000,0.227000,0.229000,s
32-reg,fibonacci,12500,n,trace,0.113000,0.115000,0.117000,s
32-reg,fibonacci,12500,n,preprocess,2.536000,2.582000,2.688000,s
32-reg,fibonacci,12500,n,prove,5.343000,5.479000,5.790000,s
32-reg,fibonacci,12500,n,verify,0.069000,0.075000,0.079000,s
32-reg,fibonacci,15000,n,decode,0.226000,0.230000,0.242000,s
32-reg,fibonacci,15000,n,trace,0.138000,0.141000,0.144000,s
32-reg,fibonacci,15000,n,preprocess,2.541000,2.602000,2.702000,s
32-reg,fibonacci,15000,n,prove,5.484000,5.628000,5.686000,s
32-reg,fibonacci,15000,n,verify,0.075000,0.077000,0.081000,s
32-reg,fibonacci,17500,n,decode,0.223000,0.227000,0.234000,s
32-reg,fibonacci,17500,n,trace,0.139000,0.153000,0.156000,s
32-reg,fibonacci,17500,n,preprocess,2.544000,2.585000,2.703000,s
32-reg,fibonacci,17500,n,prove,5.625000,5.708000,5.783000,s
32-reg,fibonacci,17500,n,verify,0.073000,0.078000,0.081000,s
32-reg,fibonacci,20000,n,decode,0.224000,0.227000,0.233000,s
32-reg,fibonacci,20000,n,trace,0.159000,0.161000,0.164000,s
32-reg,fibonacci,20000,n,preprocess,2.536000,2.601000,2.704000,s
32-reg,fibonacci,20000,n,prove,5.840000,5.896000,5.953000,s
32-reg,fibonacci,20000,n,verify,0.074000,0.077000,0.079000,s
32-reg,fibonacci,25000,n,decode,0.223000,0.228000,0.241000,s
32-reg,fibonacci,25000,n,trace,0.205000,0.207000,0.210000,s
32-reg,fibonacci,25000,n,preprocess,2.507000,2.547000,2.627000,s
32-reg,fibonacci,25000,n,prove,10.390000,10.496000,10.791000,s
32-reg,fibonacci,25000,n,verify,0.094000,0.099000,0.107000,s
32-reg,sha2_chain,1,cycles,decode,0.193000,0.197000,0.204000,s
32-reg,sha2_chain,1,cycles,trace,0.059000,0.060000,0.066000,s
32-reg,sha2_chain,1,cycles,preprocess,2.105000,2.152000,2.282000,s
32-reg,sha2_chain,1,cycles,prove,1.285000,1.303000,1.324000,s
32-reg,sha2_chain,1,cycles,verify,0.056000,0.058000,0.061000,s
32-reg,sha2_chain,2,cycles,decode,0.195000,0.197000,0.198000,s
32-reg,sha2_chain,2,cycles,trace,0.062000,0.063000,0.064000,s
32-reg,sha2_chain,2,cycles,preprocess,2.132000,2.154000,2.316000,s
32-reg,sha2_chain,2,cycles,prove,1.481000,1.492000,1.504000,s
32-reg,sha2_chain,2,cycles,verify,0.056000,0.061000,0.068000,s
32-reg,sha2_chain,3,cycles,decode,0.195000,0.197000,0.198000,s
32-reg,sha2_chain,3,cycles,trace,0.066000,0.067000,0.071000,s
32-reg,sha2_chain,3,cycles,preprocess,2.133000,2.168000,2.282000,s
32-reg,sha2_chain,3,cycles,prove,2.074000,2.089000,2.102000,s
32-reg,sha2_chain,3,cycles,verify,0.057000,0.062000,0.072000,s
32-reg,sha2_chain,4,cycles,decode,0.196000,0.198000,0.207000,s
32-reg,sha2_chain,4,cycles,trace,0.065000,0.071000,0.072000,s
32-reg,sha2_chain,4,cycles,preprocess,2.126000,2.147000,2.195000,s
32-reg,sha2_chain,4,cycles,prove,2.277000,2.290000,2.304000,s
32-reg,sha2_chain,4,cycles,verify,0.058000,0.061000,0.067000,s
32-reg,sha2_chain,5,cycles,decode,0.195000,0.197000,0.198000,s
32-reg,sha2_chain,5,cycles,trace,0.075000,0.080000,0.082000,s
32-reg,sha2_chain,5,cycles,preprocess,2.135000,2.146000,2.202000,s
32-reg,sha2_chain,5,cycles,prove,3.338000,3.350000,3.387000,s
32-reg,sha2_chain,5,cycles,verify,0.064000,0.070000,0.080000,s
32-reg,sha2_chain,6,cycles,decode,0.196000,0.198000,0.200000,s
32-reg,sha2_chain,6,cycles,trace,0.083000,0.084000,0.101000,s
32-reg,sha2_chain,6,cycles,preprocess,2.131000,2.146000,2.229000,s
32-reg,sha2_chain,6,cycles,prove,3.518000,3.550000,3.586000,s
32-reg,sha2_chain,6,cycles,verify,0.068000,0.077000,0.081000,s
32-reg,sha2_chain,7,cycles,decode,0.194000,0.195000,0.199000,s
32-reg,sha2_chain,7,cycles,trace,0.040000,0.079000,0.096000,s
32-reg,sha2_chain,7,cycles,preprocess,2.104000,2.139000,2.160000,s
32-reg,sha2_chain,7,cycles,prove,3.605000,3.749000,3.783000,s
32-reg,sha2_chain,7,cycles,verify,0.057000,0.066000,0.079000,s
32-reg,sha2_chain,8,cycles,decode,0.194000,0.197000,0.211000,s
32-reg,sha2_chain,8,cycles,trace,0.083000,0.093000,0.112000,s
32-reg,sha2_chain,8,cycles,preprocess,2.124000,2.138000,2.261000,s
32-reg,sha2_chain,8,cycles,prove,3.920000,3.943000,3.992000,s
32-reg,sha2_chain,8,cycles,verify,0.064000,0.070000,0.079000,s
32-reg,sha2_chain,9,cycles,decode,0.196000,0.196000,0.200000,s
32-reg,sha2_chain,9,cycles,trace,0.095000,0.112000,0.121000,s
32-reg,sha2_chain,9,cycles,preprocess,2.124000,2.141000,2.204000,s
32-reg,sha2_chain,9,cycles,prove,5.869000,5.949000,6.055000,s
32-reg,sha2_chain,9,cycles,verify,0.072000,0.085000,0.091000,s
32-reg,sha2_chain,10,cycles,decode,0.195000,0.197000,0.199000,s
32-reg,sha2_chain,10,cycles,trace,0.100000,0.111000,0.123000,s
32-reg,sha2_chain,10,cycles,preprocess,2.125000,2.149000,2.256000,s
32-reg,sha2_chain,10,cycles,prove,6.071000,6.195000,6.248000,s
32-reg,sha2_chain,10,cycles,verify,0.068000,0.082000,0.088000,s
32-reg,sha2_chain,11,cycles,decode,0.196000,0.198000,0.213000,s
32-reg,sha2_chain,11,cycles,trace,0.105000,0.115000,0.123000,s
32-reg,sha2_chain,11,cycles,preprocess,2.118000,2.145000,2.265000,s
32-reg,sha2_chain,11,cycles,prove,6.204000,6.263000,6.362000,s
32-reg,sha2_chain,11,cycles,verify,0.073000,0.082000,0.085000,s
32-reg,sha2_chain,12,cycles,decode,0.196000,0.198000,0.200000,s
32-reg,sha2_chain,12,cycles,trace,0.108000,0.120000,0.141000,s
32-reg,sha2_chain,12,cycles,preprocess,2.127000,2.132000,2.196000,s
32-reg,sha2_chain,12,cycles,prove,6.451000,6.507000,6.553000,s
32-reg,sha2_chain,12,cycles,verify,0.070000,0.083000,0.084000,s
32-reg,sha2_chain,13,cycles,decode,0.197000,0.198000,0.200000,s
32-reg,sha2_chain,13,cycles,trace,0.111000,0.124000,0.165000,s
32-reg,sha2_chain,13,cycles,preprocess,2.124000,2.160000,2.263000,s
32-reg,sha2_chain,13,cycles,prove,6.589000,6.635000,6.740000,s
32-reg,sha2_chain,13,cycles,verify,0.070000,0.080000,0.088000,s
32-reg,sha2_chain,14,cycles,decode,0.195000,0.199000,0.210000,s
32-reg,sha2_chain,14,cycles,trace,0.116000,0.147000,0.157000,s
32-reg,sha2_chain,14,cycles,preprocess,2.121000,2.145000,2.255000,s
32-reg,sha2_chain,14,cycles,prove,6.801000,6.856000,6.935000,s
32-reg,sha2_chain,14,cycles,verify,0.068000,0.081000,0.090000,s
32-reg,sha2_chain,15,cycles,decode,0.195000,0.197000,0.202000,s
32-reg,sha2_chain,15,cycles,trace,0.141000,0.153000,0.157000,s
32-reg,sha2_chain,15,cycles,preprocess,2.121000,2.202000,2.273000,s
32-reg,sha2_chain,15,cycles,prove,6.953000,7.032000,7.088000,s
32-reg,sha2_chain,15,cycles,verify,0.072000,0.083000,0.088000,s
32-reg,sha2_chain,16,cycles,decode,0.196000,0.197000,0.212000,s
32-reg,sha2_chain,16,cycles,trace,0.144000,0.160000,0.162000,s
32-reg,sha2_chain,16,cycles,preprocess,2.129000,2.163000,2.203000,s
32-reg,sha2_chain,16,cycles,prove,7.156000,7.206000,7.298000,s
32-reg,sha2_chain,16,cycles,verify,0.072000,0.084000,0.087000,s
32-reg,sha2_chain,17,cycles,decode,0.196000,0.197000,0.206000,s
32-reg,sha2_chain,17,cycles,trace,0.123000,0.150000,0.162000,s
32-reg,sha2_chain,17,cycles,preprocess,2.115000,2.135000,2.241000,s
32-reg,sha2_chain,17,cycles,prove,7.392000,7.452000,7.519000,s
32-reg,sha2_chain,17,cycles,verify,0.070000,0.082000,0.083000,s
32-reg,sha2_chain,18,cycles,decode,0.196000,0.198000,0.209000,s
32-reg,sha2_chain,18,cycles,trace,0.085000,0.108000,0.196000,s
32-reg,sha2_chain,18,cycles,preprocess,2.122000,2.165000,2.247000,s
32-reg,sha2_chain,18,cycles,prove,10.874000,11.657000,12.241000,s
32-reg,sha2_chain,18,cycles,verify,0.059000,0.066000,0.109000,s
32-reg,sha2_chain,19,cycles,decode,0.195000,0.196000,0.199000,s
32-reg,sha2_chain,19,cycles,trace,0.095000,0.097000,0.103000,s
32-reg,sha2_chain,19,cycles,preprocess,2.109000,2.131000,2.177000,s
32-reg,sha2_chain,19,cycles,prove,11.104000,11.278000,11.567000,s
32-reg,sha2_chain,19,cycles,verify,0.059000,0.062000,0.072000,s
32-reg,sha2_chain,20,cycles,decode,0.196000,0.198000,0.212000,s
32-reg,sha2_chain,20,cycles,trace,0.091000,0.094000,0.105000,s
32-reg,sha2_chain,20,cycles,preprocess,2.105000,2.114000,2.275000,s
32-reg,sha2_chain,20,cycles,prove,11.183000,11.258000,11.322000,s
32-reg,sha2_chain,20,cycles,verify,0.059000,0.061000,0.069000,s
32-reg,sha2_chain,21,cycles,decode,0.196000,0.197000,0.199000,s
32-reg,sha2_chain,21,cycles,trace,0.095000,0.096000,0.104000,s
32-reg,sha2_chain,21,cycles,preprocess,2.080000,2.134000,2.250000,s
32-reg,sha2_chain,21,cycles,prove,11.389000,11.492000,11.689000,s
32-reg,sha2_chain,21,cycles,verify,0.058000,0.063000,0.068000,s
32-reg,sha2_chain,22,cycles,decode,0.197000,0.198000,0.211000,s
32-reg,sha2_chain,22,cycles,trace,0.100000,0.108000,0.120000,s
32-reg,sha2_chain,22,cycles,preprocess,2.109000,2.116000,2.266000,s
32-reg,sha2_chain,22,cycles,prove,11.596000,11.654000,11.790000,s
32-reg,sha2_chain,22,cycles,verify,0.060000,0.066000,0.069000,s
32-reg,sha2_chain,23,cycles,decode,0.195000,0.196000,0.199000,s
32-reg,sha2_chain,23,cycles,trace,0.102000,0.108000,0.114000,s
32-reg,sha2_chain,23,cycles,preprocess,2.107000,2.128000,2.238000,s
32-reg,sha2_chain,23,cycles,prove,11.824000,11.874000,11.955000,s
32-reg,sha2_chain,23,cycles,verify,0.060000,0.065000,0.067000,s
32-reg,sha2_chain,24,cycles,decode,0.195000,0.197000,0.225000,s
32-reg,sha2_chain,24,cycles,trace,0.110000,0.114000,0.115000,s
32-reg,sha2_chain,24,cycles,preprocess,2.103000,2.115000,2.173000,s
32-reg,sha2_chain,24,cycles,prove,12.022000,12.086000,12.180000,s
32-reg,sha2_chain,24,cycles,verify,0.058000,0.066000,0.067000,s
32-reg,sha2_chain,25,cycles,decode,0.195000,0.195000,0.197000,s
32-reg,sha2_chain,25,cycles,trace,0.115000,0.116000,0.127000,s
32-reg,sha2_chain,25,cycles,preprocess,2.087000,2.111000,2.213000,s
32-reg,sha2_chain,25,cycles,prove,12.146000,12.267000,12.426000,s
32-reg,sha2_chain,25,cycles,verify,0.063000,0.065000,0.067000,s
32-reg,sha2_chain,26,cycles,decode,0.196000,0.196000,0.209000,s
32-reg,sha2_chain,26,cycles,trace,0.120000,0.122000,0.137000,s
32-reg,sha2_chain,26,cycles,preprocess,2.102000,2.135000,2.237000,s
32-reg,sha2_chain,26,cycles,prove,12.424000,12.513000,12.582000,s
32-reg,sha2_chain,26,cycles,verify,0.059000,0.066000,0.076000,s
32-reg,sha2_chain,27,cycles,decode,0.193000,0.196000,0.208000,s
32-reg,sha2_chain,27,cycles,trace,0.122000,0.125000,0.134000,s
32-reg,sha2_chain,27,cycles,preprocess,2.082000,2.120000,2.280000,s
32-reg,sha2_chain,27,cycles,prove,12.564000,12.647000,12.764000,s
32-reg,sha2_chain,27,cycles,verify,0.063000,0.067000,0.080000,s
32-reg,sha2_chain,28,cycles,decode,0.195000,0.197000,0.201000,s
32-reg,sha2_chain,28,cycles,trace,0.126000,0.134000,0.144000,s
32-reg,sha2_chain,28,cycles,preprocess,2.104000,2.130000,2.274000,s
32-reg,sha2_chain,28,cycles,prove,12.728000,12.866000,12.954000,s
32-reg,sha2_chain,28,cycles,verify,0.066000,0.068000,0.070000,s
32-reg,sha2_chain,29,cycles,decode,0.195000,0.198000,0.210000,s
32-reg,sha2_chain,29,cycles,trace,0.129000,0.131000,0.144000,s
32-reg,sha2_chain,29,cycles,preprocess,2.104000,2.124000,2.237000,s
32-reg,sha2_chain,29,cycles,prove,13.028000,13.111000,13.227000,s
32-reg,sha2_chain,29,cycles,verify,0.057000,0.065000,0.070000,s
32-reg,sha2_chain,30,cycles,decode,0.195000,0.196000,0.210000,s
32-reg,sha2_chain,30,cycles,trace,0.133000,0.135000,0.147000,s
32-reg,sha2_chain,30,cycles,preprocess,2.103000,2.112000,2.146000,s
32-reg,sha2_chain,30,cycles,prove,13.145000,13.262000,13.368000,s
32-reg,sha2_chain,30,cycles,verify,0.060000,0.067000,0.070000,s
32-reg,sha2_chain,31,cycles,decode,0.195000,0.196000,0.198000,s
32-reg,sha2_chain,31,cycles,trace,0.134000,0.138000,0.158000,s
32-reg,sha2_chain,31,cycles,preprocess,2.104000,2.139000,2.240000,s
32-reg,sha2_chain,31,cycles,prove,13.384000,13.478000,13.586000,s
32-reg,sha2_chain,31,cycles,verify,0.058000,0.065000,0.072000,s
32-reg,sha2_chain,32,cycles,decode,0.193000,0.197000,0.208000,s
32-reg,sha2_chain,32,cycles,trace,0.139000,0.142000,0.160000,s
32-reg,sha2_chain,32,cycles,preprocess,2.107000,2.146000,2.309000,s
32-reg,sha2_chain,32,cycles,prove,13.617000,13.685000,13.761000,s
32-reg,sha2_chain,32,cycles,verify,0.063000,0.068000,0.084000,s
32-reg,sha2_chain,33,cycles,decode,0.195000,0.197000,0.200000,s
32-reg,sha2_chain,33,cycles,trace,0.143000,0.146000,0.159000,s
32-reg,sha2_chain,33,cycles,preprocess,2.106000,2.128000,2.237000,s
32-reg,sha2_chain,33,cycles,prove,13.826000,13.863000,14.064000,s
32-reg,sha2_chain,33,cycles,verify,0.059000,0.068000,0.073000,s
32-reg,sha2_chain,34,cycles,decode,0.195000,0.196000,0.213000,s
32-reg,sha2_chain,34,cycles,trace,0.144000,0.153000,0.161000,s
32-reg,sha2_chain,34,cycles,preprocess,2.113000,2.141000,2.265000,s
32-reg,sha2_chain,34,cycles,prove,13.960000,14.024000,14.083000,s
32-reg,sha2_chain,34,cycles,verify,0.058000,0.068000,0.072000,s
32-reg,sha2_chain,35,cycles,decode,0.195000,0.197000,0.207000,s
32-reg,sha2_chain,35,cycles,trace,0.150000,0.151000,0.164000,s
32-reg,sha2_chain,35,cycles,preprocess,2.082000,2.130000,2.233000,s
32-reg,sha2_chain,35,cycles,prove,14.161000,14.284000,14.419000,s
32-reg,sha2_chain,35,cycles,verify,0.059000,0.068000,0.080000,s
32-reg,sha2_chain,36,cycles,decode,0.194000,0.197000,0.210000,s
32-reg,sha2_chain,36,cycles,trace,0.153000,0.155000,0.168000,s
32-reg,sha2_chain,36,cycles,preprocess,2.104000,2.121000,2.238000,s
32-reg,sha2_chain,36,cycles,prove,14.422000,14.531000,14.659000,s
32-reg,sha2_chain,36,cycles,verify,0.059000,0.068000,0.071000,s
32-reg,sha2_chain,37,cycles,decode,0.197000,0.198000,0.217000,s
32-reg,sha2_chain,37,cycles,trace,0.165000,0.172000,0.186000,s
32-reg,sha2_chain,37,cycles,preprocess,2.113000,2.117000,2.173000,s
32-reg,sha2_chain,37,cycles,prove,22.574000,22.859000,23.571000,s
32-reg,sha2_chain,37,cycles,verify,0.063000,0.145000,0.160000,s
32-reg,sha2_chain,38,cycles,decode,0.196000,0.199000,0.269000,s
32-reg,sha2_chain,38,cycles,trace,0.169000,0.170000,0.199000,s
32-reg,sha2_chain,38,cycles,preprocess,2.111000,2.120000,2.246000,s
32-reg,sha2_chain,38,cycles,prove,21.940000,22.889000,23.148000,s
32-reg,sha2_chain,38,cycles,verify,0.075000,0.135000,0.149000,s
32-reg,sha2_chain,39,cycles,decode,0.195000,0.198000,0.203000,s
32-reg,sha2_chain,39,cycles,trace,0.172000,0.174000,0.193000,s
32-reg,sha2_chain,39,cycles,preprocess,2.110000,2.130000,2.249000,s
32-reg,sha2_chain,39,cycles,prove,22.592000,22.963000,23.159000,s
32-reg,sha2_chain,39,cycles,verify,0.115000,0.132000,0.146000,s
32-reg,sha2_chain,40,cycles,decode,0.196000,0.199000,0.207000,s
32-reg,sha2_chain,40,cycles,trace,0.173000,0.176000,0.206000,s
32-reg,sha2_chain,40,cycles,preprocess,2.109000,2.118000,2.242000,s
32-reg,sha2_chain,40,cycles,prove,22.813000,22.994000,23.482000,s
32-reg,sha2_chain,40,cycles,verify,0.120000,0.131000,0.142000,s
32-reg,sha2_chain,41,cycles,decode,0.195000,0.198000,0.200000,s
32-reg,sha2_chain,41,cycles,trace,0.180000,0.188000,0.209000,s
32-reg,sha2_chain,41,cycles,preprocess,2.111000,2.125000,2.262000,s
32-reg,sha2_chain,41,cycles,prove,22.963000,23.193000,23.326000,s
32-reg,sha2_chain,41,cycles,verify,0.129000,0.133000,0.138000,s
32-reg,sha2_chain,42,cycles,decode,0.196000,0.199000,0.200000,s
32-reg,sha2_chain,42,cycles,trace,0.183000,0.186000,0.206000,s
32-reg,sha2_chain,42,cycles,preprocess,2.109000,2.131000,2.180000,s
32-reg,sha2_chain,42,cycles,prove,22.345000,23.552000,23.958000,s
32-reg,sha2_chain,42,cycles,verify,0.062000,0.139000,0.143000,s
32-reg,sha2_chain,43,cycles,decode,0.198000,0.199000,0.201000,s
32-reg,sha2_chain,43,cycles,trace,0.185000,0.189000,0.202000,s
32-reg,sha2_chain,43,cycles,preprocess,2.110000,2.119000,2.178000,s
32-reg,sha2_chain,43,cycles,prove,23.548000,23.696000,23.839000,s
32-reg,sha2_chain,43,cycles,verify,0.118000,0.135000,0.142000,s
32-reg,sha2_chain,44,cycles,decode,0.197000,0.198000,0.204000,s
32-reg,sha2_chain,44,cycles,trace,0.186000,0.193000,0.205000,s
32-reg,sha2_chain,44,cycles,preprocess,2.110000,2.119000,2.250000,s
32-reg,sha2_chain,44,cycles,prove,23.623000,23.856000,24.131000,s
32-reg,sha2_chain,44,cycles,verify,0.120000,0.140000,0.145000,s
32-reg,sha2_chain,45,cycles,decode,0.196000,0.199000,0.223000,s
32-reg,sha2_chain,45,cycles,trace,0.197000,0.198000,0.212000,s
32-reg,sha2_chain,45,cycles,preprocess,2.111000,2.118000,2.206000,s
32-reg,sha2_chain,45,cycles,prove,23.297000,24.334000,24.672000,s
32-reg,sha2_chain,45,cycles,verify,0.061000,0.140000,0.151000,s
32-reg,sha2_chain,46,cycles,decode,0.195000,0.198000,0.200000,s
32-reg,sha2_chain,46,cycles,trace,0.198000,0.206000,0.223000,s
32-reg,sha2_chain,46,cycles,preprocess,2.109000,2.115000,2.235000,s
32-reg,sha2_chain,46,cycles,prove,24.304000,24.524000,24.909000,s
32-reg,sha2_chain,46,cycles,verify,0.130000,0.139000,0.153000,s
