variant,benchmark,input_value,input_metric,group,name,time_lo_s,time_mid_s,time_hi_s,units
32-reg,sha2_chain,45,cycles,prove,rwm_wit,0.056000,0.058000,0.062000,s
32-reg,sha2_chain,45,cycles,prove,wit_join,0.059000,0.060000,0.063000,s
32-reg,sha2_chain,45,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,45,cycles,prove,r1cs_polys,3.804000,4.939000,5.134000,s
32-reg,sha2_chain,45,cycles,prove,r1cs_aux,0.078000,0.079000,0.094000,s
32-reg,sha2_chain,45,cycles,prove,commit,5.168000,5.220000,5.279000,s
32-reg,sha2_chain,45,cycles,prove,bytecode,0.131000,0.132000,0.133000,s
32-reg,sha2_chain,45,cycles,prove,il,1.454000,1.464000,1.473000,s
32-reg,sha2_chain,45,cycles,prove,rwm,0.837000,0.843000,0.851000,s
32-reg,sha2_chain,45,cycles,prove,spartan,8.698000,8.973000,9.051000,s
32-reg,sha2_chain,45,cycles,prove,openings,1.609000,1.674000,1.748000,s
32-reg,sha2_chain,45,cycles,verify,bytecode,0.002000,0.002000,0.004000,s
32-reg,sha2_chain,45,cycles,verify,instruction_lookups,0.015000,0.016000,0.094000,s
32-reg,sha2_chain,45,cycles,verify,memory,0.010000,0.086000,0.096000,s
32-reg,sha2_chain,46,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,46,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,46,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,46,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,46,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,46,cycles,preprocess,setup,2.101000,2.106000,2.226000,s
32-reg,sha2_chain,46,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,46,cycles,prove,il_wit,0.803000,0.822000,0.935000,s
32-reg,sha2_chain,46,cycles,prove,rwm_wit,0.056000,0.058000,0.061000,s
32-reg,sha2_chain,46,cycles,prove,wit_join,0.059000,0.060000,0.095000,s
32-reg,sha2_chain,46,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,46,cycles,prove,r1cs_polys,4.810000,4.886000,5.086000,s
32-reg,sha2_chain,46,cycles,prove,r1cs_aux,0.078000,0.079000,0.081000,s
32-reg,sha2_chain,46,cycles,prove,commit,5.250000,5.321000,5.518000,s
32-reg,sha2_chain,46,cycles,prove,bytecode,0.131000,0.132000,0.134000,s
32-reg,sha2_chain,46,cycles,prove,il,1.460000,1.476000,1.496000,s
32-reg,sha2_chain,46,cycles,prove,rwm,0.844000,0.847000,0.851000,s
32-reg,sha2_chain,46,cycles,prove,spartan,8.963000,9.053000,9.146000,s
32-reg,sha2_chain,46,cycles,prove,openings,1.640000,1.664000,1.697000,s
32-reg,sha2_chain,46,cycles,verify,bytecode,0.002000,0.002000,0.088000,s
32-reg,sha2_chain,46,cycles,verify,instruction_lookups,0.016000,0.085000,0.093000,s
32-reg,sha2_chain,46,cycles,verify,memory,0.009000,0.010000,0.014000,s
32-reg,sha2_chain,47,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,47,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,47,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,47,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,47,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,47,cycles,preprocess,setup,2.105000,2.129000,2.238000,s
32-reg,sha2_chain,47,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,47,cycles,prove,il_wit,0.804000,0.840000,0.947000,s
32-reg,sha2_chain,47,cycles,prove,rwm_wit,0.056000,0.058000,0.064000,s
32-reg,sha2_chain,47,cycles,prove,wit_join,0.058000,0.060000,0.093000,s
32-reg,sha2_chain,47,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,47,cycles,prove,r1cs_polys,5.005000,5.226000,5.273000,s
32-reg,sha2_chain,47,cycles,prove,r1cs_aux,0.078000,0.079000,0.080000,s
32-reg,sha2_chain,47,cycles,prove,commit,5.349000,5.449000,5.609000,s
32-reg,sha2_chain,47,cycles,prove,bytecode,0.130000,0.132000,0.133000,s
32-reg,sha2_chain,47,cycles,prove,il,1.471000,1.488000,1.512000,s
32-reg,sha2_chain,47,cycles,prove,rwm,0.839000,0.843000,0.851000,s
32-reg,sha2_chain,47,cycles,prove,spartan,9.021000,9.157000,9.215000,s
32-reg,sha2_chain,47,cycles,prove,openings,1.624000,1.646000,1.720000,s
32-reg,sha2_chain,47,cycles,verify,bytecode,0.002000,0.002000,0.087000,s
32-reg,sha2_chain,47,cycles,verify,instruction_lookups,0.015000,0.094000,0.104000,s
32-reg,sha2_chain,47,cycles,verify,memory,0.010000,0.010000,0.089000,s
32-reg,sha2_chain,48,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,48,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,48,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,48,cycles,preprocess,bc_rows,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,48,cycles,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,48,cycles,preprocess,setup,2.103000,2.137000,2.170000,s
32-reg,sha2_chain,48,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,48,cycles,prove,il_wit,0.886000,0.960000,1.069000,s
32-reg,sha2_chain,48,cycles,prove,rwm_wit,0.056000,0.057000,0.059000,s
32-reg,sha2_chain,48,cycles,prove,wit_join,0.059000,0.060000,0.097000,s
32-reg,sha2_chain,48,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,48,cycles,prove,r1cs_polys,4.812000,4.965000,5.232000,s
32-reg,sha2_chain,48,cycles,prove,r1cs_aux,0.079000,0.079000,0.082000,s
32-reg,sha2_chain,48,cycles,prove,commit,5.447000,5.532000,5.792000,s
32-reg,sha2_chain,48,cycles,prove,bytecode,0.132000,0.133000,0.134000,s
32-reg,sha2_chain,48,cycles,prove,il,1.489000,1.504000,1.519000,s
32-reg,sha2_chain,48,cycles,prove,rwm,0.833000,0.844000,0.848000,s
32-reg,sha2_chain,48,cycles,prove,spartan,9.173000,9.253000,9.354000,s
32-reg,sha2_chain,48,cycles,prove,openings,1.631000,1.666000,1.726000,s
32-reg,sha2_chain,48,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,48,cycles,verify,instruction_lookups,0.016000,0.016000,0.028000,s
32-reg,sha2_chain,48,cycles,verify,memory,0.009000,0.014000,0.099000,s
32-reg,sha2_chain,49,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,49,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,49,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,49,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,49,cycles,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,49,cycles,preprocess,setup,2.104000,2.117000,2.171000,s
32-reg,sha2_chain,49,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,49,cycles,prove,il_wit,0.940000,1.184000,1.332000,s
32-reg,sha2_chain,49,cycles,prove,rwm_wit,0.056000,0.057000,0.058000,s
32-reg,sha2_chain,49,cycles,prove,wit_join,0.059000,0.063000,0.093000,s
32-reg,sha2_chain,49,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,49,cycles,prove,r1cs_polys,4.793000,4.981000,5.151000,s
32-reg,sha2_chain,49,cycles,prove,r1cs_aux,0.078000,0.079000,0.081000,s
32-reg,sha2_chain,49,cycles,prove,commit,5.535000,5.587000,5.837000,s
32-reg,sha2_chain,49,cycles,prove,bytecode,0.131000,0.132000,0.133000,s
32-reg,sha2_chain,49,cycles,prove,il,1.504000,1.512000,1.526000,s
32-reg,sha2_chain,49,cycles,prove,rwm,0.834000,0.842000,0.854000,s
32-reg,sha2_chain,49,cycles,prove,spartan,9.043000,9.298000,9.404000,s
32-reg,sha2_chain,49,cycles,prove,openings,1.619000,1.670000,1.712000,s
32-reg,sha2_chain,49,cycles,verify,bytecode,0.002000,0.002000,0.004000,s
32-reg,sha2_chain,49,cycles,verify,instruction_lookups,0.016000,0.016000,0.016000,s
32-reg,sha2_chain,49,cycles,verify,memory,0.009000,0.012000,0.092000,s
32-reg,sha2_chain,50,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,50,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,50,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,50,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,50,cycles,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,50,cycles,preprocess,setup,2.101000,2.108000,2.264000,s
32-reg,sha2_chain,50,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,50,cycles,prove,il_wit,0.814000,0.887000,1.172000,s
32-reg,sha2_chain,50,cycles,prove,rwm_wit,0.056000,0.058000,0.061000,s
32-reg,sha2_chain,50,cycles,prove,wit_join,0.059000,0.060000,0.093000,s
32-reg,sha2_chain,50,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,50,cycles,prove,r1cs_polys,4.869000,5.031000,5.172000,s
32-reg,sha2_chain,50,cycles,prove,r1cs_aux,0.078000,0.079000,0.082000,s
32-reg,sha2_chain,50,cycles,prove,commit,5.604000,5.702000,5.909000,s
32-reg,sha2_chain,50,cycles,prove,bytecode,0.132000,0.133000,0.133000,s
32-reg,sha2_chain,50,cycles,prove,il,1.503000,1.521000,1.533000,s
32-reg,sha2_chain,50,cycles,prove,rwm,0.840000,0.845000,0.851000,s
32-reg,sha2_chain,50,cycles,prove,spartan,9.276000,9.381000,9.441000,s
32-reg,sha2_chain,50,cycles,prove,openings,1.635000,1.669000,1.738000,s
32-reg,sha2_chain,50,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,50,cycles,verify,instruction_lookups,0.016000,0.017000,0.100000,s
32-reg,sha2_chain,50,cycles,verify,memory,0.010000,0.011000,0.092000,s
32-reg,sha2_chain,52,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,52,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,52,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,52,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,52,cycles,preprocess,bc_pp,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,52,cycles,preprocess,setup,2.102000,2.110000,2.234000,s
32-reg,sha2_chain,52,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,52,cycles,prove,il_wit,0.818000,0.887000,1.027000,s
32-reg,sha2_chain,52,cycles,prove,rwm_wit,0.055000,0.057000,0.061000,s
32-reg,sha2_chain,52,cycles,prove,wit_join,0.058000,0.061000,0.094000,s
32-reg,sha2_chain,52,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,52,cycles,prove,r1cs_polys,4.946000,5.124000,5.303000,s
32-reg,sha2_chain,52,cycles,prove,r1cs_aux,0.079000,0.079000,0.082000,s
32-reg,sha2_chain,52,cycles,prove,commit,5.786000,5.881000,6.191000,s
32-reg,sha2_chain,52,cycles,prove,bytecode,0.131000,0.132000,0.134000,s
32-reg,sha2_chain,52,cycles,prove,il,1.525000,1.543000,1.567000,s
32-reg,sha2_chain,52,cycles,prove,rwm,0.838000,0.840000,0.849000,s
32-reg,sha2_chain,52,cycles,prove,spartan,9.495000,9.526000,9.616000,s
32-reg,sha2_chain,52,cycles,prove,openings,1.608000,1.688000,1.721000,s
32-reg,sha2_chain,52,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,52,cycles,verify,instruction_lookups,0.016000,0.016000,0.108000,s
32-reg,sha2_chain,52,cycles,verify,memory,0.009000,0.010000,0.097000,s
32-reg,sha2_chain,54,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,54,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,54,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,54,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,54,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,54,cycles,preprocess,setup,2.102000,2.125000,2.236000,s
32-reg,sha2_chain,54,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,54,cycles,prove,il_wit,0.877000,1.002000,1.223000,s
32-reg,sha2_chain,54,cycles,prove,rwm_wit,0.056000,0.057000,0.059000,s
32-reg,sha2_chain,54,cycles,prove,wit_join,0.059000,0.064000,0.095000,s
32-reg,sha2_chain,54,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,54,cycles,prove,r1cs_polys,4.998000,5.214000,5.332000,s
32-reg,sha2_chain,54,cycles,prove,r1cs_aux,0.078000,0.079000,0.081000,s
32-reg,sha2_chain,54,cycles,prove,commit,6.016000,6.089000,6.260000,s
32-reg,sha2_chain,54,cycles,prove,bytecode,0.133000,0.134000,0.134000,s
32-reg,sha2_chain,54,cycles,prove,il,1.560000,1.573000,1.583000,s
32-reg,sha2_chain,54,cycles,prove,rwm,0.845000,0.848000,0.857000,s
32-reg,sha2_chain,54,cycles,prove,spartan,9.601000,9.663000,9.822000,s
32-reg,sha2_chain,54,cycles,prove,openings,1.622000,1.663000,1.698000,s
32-reg,sha2_chain,54,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,54,cycles,verify,instruction_lookups,0.016000,0.016000,0.026000,s
32-reg,sha2_chain,54,cycles,verify,memory,0.009000,0.012000,0.107000,s
32-reg,sha2_chain,56,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,56,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,56,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,56,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,56,cycles,preprocess,bc_pp,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,56,cycles,preprocess,setup,2.106000,2.132000,2.256000,s
32-reg,sha2_chain,56,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,56,cycles,prove,il_wit,0.928000,1.052000,1.151000,s
32-reg,sha2_chain,56,cycles,prove,rwm_wit,0.055000,0.057000,0.062000,s
32-reg,sha2_chain,56,cycles,prove,wit_join,0.059000,0.060000,0.100000,s
32-reg,sha2_chain,56,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,56,cycles,prove,r1cs_polys,5.129000,5.302000,5.384000,s
32-reg,sha2_chain,56,cycles,prove,r1cs_aux,0.078000,0.080000,0.081000,s
32-reg,sha2_chain,56,cycles,prove,commit,6.185000,6.267000,6.556000,s
32-reg,sha2_chain,56,cycles,prove,bytecode,0.133000,0.134000,0.134000,s
32-reg,sha2_chain,56,cycles,prove,il,1.567000,1.580000,1.596000,s
32-reg,sha2_chain,56,cycles,prove,rwm,0.844000,0.851000,0.856000,s
32-reg,sha2_chain,56,cycles,prove,spartan,9.615000,9.895000,9.959000,s
32-reg,sha2_chain,56,cycles,prove,openings,1.627000,1.676000,1.711000,s
32-reg,sha2_chain,56,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,56,cycles,verify,instruction_lookups,0.015000,0.016000,0.024000,s
32-reg,sha2_chain,56,cycles,verify,memory,0.009000,0.018000,0.116000,s
32-reg,sha2_chain,58,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,58,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,58,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,58,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,58,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,58,cycles,preprocess,setup,2.102000,2.120000,2.244000,s
32-reg,sha2_chain,58,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,58,cycles,prove,il_wit,0.820000,0.908000,0.993000,s
32-reg,sha2_chain,58,cycles,prove,rwm_wit,0.056000,0.057000,0.059000,s
32-reg,sha2_chain,58,cycles,prove,wit_join,0.059000,0.061000,0.097000,s
32-reg,sha2_chain,58,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,58,cycles,prove,r1cs_polys,5.296000,5.331000,5.385000,s
32-reg,sha2_chain,58,cycles,prove,r1cs_aux,0.078000,0.079000,0.081000,s
32-reg,sha2_chain,58,cycles,prove,commit,6.360000,6.428000,6.528000,s
32-reg,sha2_chain,58,cycles,prove,bytecode,0.133000,0.134000,0.136000,s
32-reg,sha2_chain,58,cycles,prove,il,1.600000,1.605000,1.629000,s
32-reg,sha2_chain,58,cycles,prove,rwm,0.842000,0.848000,0.863000,s
32-reg,sha2_chain,58,cycles,prove,spartan,9.888000,10.053000,10.126000,s
32-reg,sha2_chain,58,cycles,prove,openings,1.641000,1.668000,1.742000,s
32-reg,sha2_chain,58,cycles,verify,bytecode,0.002000,0.002000,0.104000,s
32-reg,sha2_chain,58,cycles,verify,instruction_lookups,0.016000,0.017000,0.116000,s
32-reg,sha2_chain,58,cycles,verify,memory,0.010000,0.011000,0.102000,s
32-reg,sha2_chain,60,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,60,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,60,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,60,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,60,cycles,preprocess,bc_pp,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,60,cycles,preprocess,setup,2.103000,2.109000,2.272000,s
32-reg,sha2_chain,60,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,60,cycles,prove,il_wit,0.830000,0.933000,1.153000,s
32-reg,sha2_chain,60,cycles,prove,rwm_wit,0.056000,0.057000,0.061000,s
32-reg,sha2_chain,60,cycles,prove,wit_join,0.060000,0.061000,0.103000,s
32-reg,sha2_chain,60,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,60,cycles,prove,r1cs_polys,4.080000,5.337000,5.409000,s
32-reg,sha2_chain,60,cycles,prove,r1cs_aux,0.079000,0.079000,0.094000,s
32-reg,sha2_chain,60,cycles,prove,commit,6.527000,6.614000,6.813000,s
32-reg,sha2_chain,60,cycles,prove,bytecode,0.123000,0.134000,0.136000,s
32-reg,sha2_chain,60,cycles,prove,il,1.610000,1.625000,1.633000,s
32-reg,sha2_chain,60,cycles,prove,rwm,0.847000,0.852000,0.857000,s
32-reg,sha2_chain,60,cycles,prove,spartan,10.164000,10.235000,10.378000,s
32-reg,sha2_chain,60,cycles,prove,openings,1.642000,1.688000,1.881000,s
32-reg,sha2_chain,60,cycles,verify,bytecode,0.002000,0.002000,0.004000,s
32-reg,sha2_chain,60,cycles,verify,instruction_lookups,0.015000,0.016000,0.113000,s
32-reg,sha2_chain,60,cycles,verify,memory,0.009000,0.037000,0.100000,s
32-reg,sha2_chain,62,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,62,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,62,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,62,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,62,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,62,cycles,preprocess,setup,2.100000,2.122000,2.174000,s
32-reg,sha2_chain,62,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,62,cycles,prove,il_wit,0.817000,0.834000,1.193000,s
32-reg,sha2_chain,62,cycles,prove,rwm_wit,0.056000,0.057000,0.058000,s
32-reg,sha2_chain,62,cycles,prove,wit_join,0.061000,0.063000,0.066000,s
32-reg,sha2_chain,62,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,62,cycles,prove,r1cs_polys,4.057000,5.303000,5.409000,s
32-reg,sha2_chain,62,cycles,prove,r1cs_aux,0.078000,0.079000,0.094000,s
32-reg,sha2_chain,62,cycles,prove,commit,6.712000,6.801000,7.021000,s
32-reg,sha2_chain,62,cycles,prove,bytecode,0.123000,0.135000,0.136000,s
32-reg,sha2_chain,62,cycles,prove,il,1.632000,1.653000,1.669000,s
32-reg,sha2_chain,62,cycles,prove,rwm,0.843000,0.854000,0.860000,s
32-reg,sha2_chain,62,cycles,prove,spartan,10.343000,10.430000,10.582000,s
32-reg,sha2_chain,62,cycles,prove,openings,1.616000,1.662000,1.777000,s
32-reg,sha2_chain,62,cycles,verify,bytecode,0.002000,0.002000,0.002000,s
32-reg,sha2_chain,62,cycles,verify,instruction_lookups,0.016000,0.016000,0.119000,s
32-reg,sha2_chain,62,cycles,verify,memory,0.010000,0.010000,0.124000,s
32-reg,sha2_chain,64,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,64,cycles,preprocess,il_pp,0.008000,0.008000,0.008000,s
32-reg,sha2_chain,64,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,64,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,64,cycles,preprocess,bc_pp,0.000000,0.000000,0.002000,s
32-reg,sha2_chain,64,cycles,preprocess,setup,2.103000,2.137000,2.232000,s
32-reg,sha2_chain,64,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,64,cycles,prove,il_wit,0.916000,1.032000,1.220000,s
32-reg,sha2_chain,64,cycles,prove,rwm_wit,0.057000,0.059000,0.065000,s
32-reg,sha2_chain,64,cycles,prove,wit_join,0.060000,0.063000,0.103000,s
32-reg,sha2_chain,64,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,64,cycles,prove,r1cs_polys,4.159000,5.380000,5.425000,s
32-reg,sha2_chain,64,cycles,prove,r1cs_aux,0.078000,0.079000,0.087000,s
32-reg,sha2_chain,64,cycles,prove,commit,6.874000,6.966000,7.252000,s
32-reg,sha2_chain,64,cycles,prove,bytecode,0.133000,0.134000,0.135000,s
32-reg,sha2_chain,64,cycles,prove,il,1.665000,1.671000,1.697000,s
32-reg,sha2_chain,64,cycles,prove,rwm,0.849000,0.856000,0.861000,s
32-reg,sha2_chain,64,cycles,prove,spartan,10.477000,10.566000,10.695000,s
32-reg,sha2_chain,64,cycles,prove,openings,1.621000,1.683000,1.711000,s
32-reg,sha2_chain,64,cycles,verify,bytecode,0.002000,0.002000,0.003000,s
32-reg,sha2_chain,64,cycles,verify,instruction_lookups,0.015000,0.016000,0.018000,s
32-reg,sha2_chain,64,cycles,verify,memory,0.009000,0.010000,0.108000,s
32-reg,sha2_chain,66,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,66,cycles,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,sha2_chain,66,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,66,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,66,cycles,preprocess,bc_pp,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,66,cycles,preprocess,setup,2.102000,2.133000,2.233000,s
32-reg,sha2_chain,66,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,66,cycles,prove,il_wit,0.824000,0.883000,1.060000,s
32-reg,sha2_chain,66,cycles,prove,rwm_wit,0.056000,0.057000,0.059000,s
32-reg,sha2_chain,66,cycles,prove,wit_join,0.060000,0.063000,0.066000,s
32-reg,sha2_chain,66,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,66,cycles,prove,r1cs_polys,5.200000,5.390000,5.436000,s
32-reg,sha2_chain,66,cycles,prove,r1cs_aux,0.079000,0.079000,0.081000,s
32-reg,sha2_chain,66,cycles,prove,commit,7.061000,7.128000,7.199000,s
32-reg,sha2_chain,66,cycles,prove,bytecode,0.134000,0.135000,0.136000,s
32-reg,sha2_chain,66,cycles,prove,il,1.686000,1.692000,1.706000,s
32-reg,sha2_chain,66,cycles,prove,rwm,0.850000,0.857000,0.868000,s
32-reg,sha2_chain,66,cycles,prove,spartan,10.633000,10.729000,10.950000,s
32-reg,sha2_chain,66,cycles,prove,openings,1.624000,1.681000,1.741000,s
32-reg,sha2_chain,66,cycles,verify,bytecode,0.002000,0.002000,0.004000,s
32-reg,sha2_chain,66,cycles,verify,instruction_lookups,0.016000,0.016000,0.112000,s
32-reg,sha2_chain,66,cycles,verify,memory,0.009000,0.010000,0.102000,s
32-reg,sha2_chain,68,cycles,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,68,cycles,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,sha2_chain,68,cycles,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,68,cycles,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,68,cycles,preprocess,bc_pp,0.000000,0.000000,0.001000,s
32-reg,sha2_chain,68,cycles,preprocess,setup,2.101000,2.117000,2.236000,s
32-reg,sha2_chain,68,cycles,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,sha2_chain,68,cycles,prove,il_wit,0.826000,0.865000,0.952000,s
32-reg,sha2_chain,68,cycles,prove,rwm_wit,0.056000,0.057000,0.062000,s
32-reg,sha2_chain,68,cycles,prove,wit_join,0.061000,0.063000,0.105000,s
32-reg,sha2_chain,68,cycles,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,sha2_chain,68,cycles,prove,r1cs_polys,4.123000,5.370000,5.445000,s
32-reg,sha2_chain,68,cycles,prove,r1cs_aux,0.078000,0.080000,0.090000,s
32-reg,sha2_chain,68,cycles,prove,commit,7.250000,7.356000,7.481000,s
32-reg,sha2_chain,68,cycles,prove,bytecode,0.134000,0.135000,0.137000,s
32-reg,sha2_chain,68,cycles,prove,il,1.700000,1.715000,1.726000,s
32-reg,sha2_chain,68,cycles,prove,rwm,0.849000,0.857000,0.863000,s
32-reg,sha2_chain,68,cycles,prove,spartan,10.785000,11.008000,11.173000,s
32-reg,sha2_chain,68,cycles,prove,openings,1.604000,1.679000,1.732000,s
