variant,benchmark,input_value,input_metric,group,name,time_lo_s,time_mid_s,time_hi_s,units
32-reg,fibonacci,46,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,46,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,46,n,prove,r1cs_aux,0.000000,0.001000,0.001000,s
32-reg,fibonacci,46,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,46,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,46,n,prove,il,0.312000,0.315000,0.318000,s
32-reg,fibonacci,46,n,prove,rwm,0.061000,0.064000,0.064000,s
32-reg,fibonacci,46,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,46,n,prove,openings,0.180000,0.183000,0.186000,s
32-reg,fibonacci,46,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,46,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,46,n,verify,memory,0.009000,0.009000,0.011000,s
32-reg,fibonacci,47,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,preprocess,il_pp,0.008000,0.009000,0.009000,s
32-reg,fibonacci,47,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,preprocess,setup,2.494000,2.544000,2.642000,s
32-reg,fibonacci,47,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,47,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,47,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,47,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,47,n,prove,r1cs_polys,0.003000,0.003000,0.004000,s
32-reg,fibonacci,47,n,prove,r1cs_aux,0.000000,0.001000,0.002000,s
32-reg,fibonacci,47,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,47,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,47,n,prove,il,0.313000,0.316000,0.329000,s
32-reg,fibonacci,47,n,prove,rwm,0.061000,0.063000,0.065000,s
32-reg,fibonacci,47,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,47,n,prove,openings,0.181000,0.185000,0.192000,s
32-reg,fibonacci,47,n,verify,bytecode,0.001000,0.002000,0.002000,s
32-reg,fibonacci,47,n,verify,instruction_lookups,0.013000,0.013000,0.015000,s
32-reg,fibonacci,47,n,verify,memory,0.009000,0.010000,0.011000,s
32-reg,fibonacci,48,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,48,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,preprocess,setup,2.506000,2.550000,2.604000,s
32-reg,fibonacci,48,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,prove,il_wit,0.003000,0.003000,0.004000,s
32-reg,fibonacci,48,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,48,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,48,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,48,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,48,n,prove,r1cs_aux,0.000000,0.001000,0.003000,s
32-reg,fibonacci,48,n,prove,commit,0.014000,0.015000,0.015000,s
32-reg,fibonacci,48,n,prove,bytecode,0.009000,0.009000,0.009000,s
32-reg,fibonacci,48,n,prove,il,0.313000,0.314000,0.321000,s
32-reg,fibonacci,48,n,prove,rwm,0.062000,0.063000,0.065000,s
32-reg,fibonacci,48,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,48,n,prove,openings,0.181000,0.184000,0.188000,s
32-reg,fibonacci,48,n,verify,bytecode,0.001000,0.002000,0.002000,s
32-reg,fibonacci,48,n,verify,instruction_lookups,0.013000,0.014000,0.014000,s
32-reg,fibonacci,48,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,49,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,49,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,preprocess,setup,2.508000,2.567000,2.752000,s
32-reg,fibonacci,49,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,49,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,49,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,49,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,49,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,49,n,prove,r1cs_aux,0.000000,0.001000,0.002000,s
32-reg,fibonacci,49,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,49,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,49,n,prove,il,0.311000,0.314000,0.319000,s
32-reg,fibonacci,49,n,prove,rwm,0.062000,0.062000,0.067000,s
32-reg,fibonacci,49,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,49,n,prove,openings,0.181000,0.184000,0.188000,s
32-reg,fibonacci,49,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,49,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,49,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,50,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,50,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,preprocess,setup,2.544000,2.665000,2.785000,s
32-reg,fibonacci,50,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,50,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,50,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,50,n,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,fibonacci,50,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,50,n,prove,r1cs_aux,0.000000,0.001000,0.001000,s
32-reg,fibonacci,50,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,50,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,50,n,prove,il,0.312000,0.315000,0.318000,s
32-reg,fibonacci,50,n,prove,rwm,0.061000,0.062000,0.065000,s
32-reg,fibonacci,50,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,50,n,prove,openings,0.180000,0.184000,0.188000,s
32-reg,fibonacci,50,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,50,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,50,n,verify,memory,0.009000,0.010000,0.011000,s
32-reg,fibonacci,52,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,52,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,preprocess,setup,2.509000,2.595000,2.672000,s
32-reg,fibonacci,52,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,52,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,52,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,52,n,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,fibonacci,52,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,52,n,prove,r1cs_aux,0.000000,0.001000,0.003000,s
32-reg,fibonacci,52,n,prove,commit,0.014000,0.015000,0.017000,s
32-reg,fibonacci,52,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,52,n,prove,il,0.314000,0.315000,0.321000,s
32-reg,fibonacci,52,n,prove,rwm,0.061000,0.063000,0.065000,s
32-reg,fibonacci,52,n,prove,spartan,0.022000,0.023000,0.024000,s
32-reg,fibonacci,52,n,prove,openings,0.179000,0.183000,0.187000,s
32-reg,fibonacci,52,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,52,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,52,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,54,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,54,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,preprocess,setup,2.504000,2.538000,2.699000,s
32-reg,fibonacci,54,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,54,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,54,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,54,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,54,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,54,n,prove,r1cs_aux,0.000000,0.001000,0.001000,s
32-reg,fibonacci,54,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,54,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,54,n,prove,il,0.313000,0.315000,0.317000,s
32-reg,fibonacci,54,n,prove,rwm,0.062000,0.063000,0.066000,s
32-reg,fibonacci,54,n,prove,spartan,0.023000,0.023000,0.024000,s
32-reg,fibonacci,54,n,prove,openings,0.181000,0.183000,0.186000,s
32-reg,fibonacci,54,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,54,n,verify,instruction_lookups,0.013000,0.014000,0.014000,s
32-reg,fibonacci,54,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,56,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,56,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,preprocess,setup,2.540000,2.585000,2.677000,s
32-reg,fibonacci,56,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,prove,il_wit,0.003000,0.004000,0.005000,s
32-reg,fibonacci,56,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,56,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,56,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,56,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,56,n,prove,r1cs_aux,0.000000,0.001000,0.001000,s
32-reg,fibonacci,56,n,prove,commit,0.014000,0.015000,0.016000,s
32-reg,fibonacci,56,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,56,n,prove,il,0.309000,0.315000,0.321000,s
32-reg,fibonacci,56,n,prove,rwm,0.062000,0.063000,0.065000,s
32-reg,fibonacci,56,n,prove,spartan,0.023000,0.023000,0.024000,s
32-reg,fibonacci,56,n,prove,openings,0.181000,0.184000,0.188000,s
32-reg,fibonacci,56,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,56,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,56,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,58,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,58,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,preprocess,setup,2.522000,2.614000,2.859000,s
32-reg,fibonacci,58,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,prove,il_wit,0.003000,0.003000,0.005000,s
32-reg,fibonacci,58,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,58,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,58,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,58,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,58,n,prove,r1cs_aux,0.001000,0.001000,0.002000,s
32-reg,fibonacci,58,n,prove,commit,0.014000,0.015000,0.018000,s
32-reg,fibonacci,58,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,58,n,prove,il,0.312000,0.316000,0.322000,s
32-reg,fibonacci,58,n,prove,rwm,0.062000,0.063000,0.069000,s
32-reg,fibonacci,58,n,prove,spartan,0.023000,0.024000,0.025000,s
32-reg,fibonacci,58,n,prove,openings,0.182000,0.184000,0.188000,s
32-reg,fibonacci,58,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,58,n,verify,instruction_lookups,0.013000,0.013000,0.015000,s
32-reg,fibonacci,58,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,60,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,60,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,preprocess,setup,2.500000,2.567000,2.738000,s
32-reg,fibonacci,60,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,60,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,60,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,60,n,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,fibonacci,60,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,60,n,prove,r1cs_aux,0.001000,0.001000,0.001000,s
32-reg,fibonacci,60,n,prove,commit,0.015000,0.015000,0.016000,s
32-reg,fibonacci,60,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,60,n,prove,il,0.314000,0.317000,0.319000,s
32-reg,fibonacci,60,n,prove,rwm,0.061000,0.062000,0.064000,s
32-reg,fibonacci,60,n,prove,spartan,0.023000,0.024000,0.024000,s
32-reg,fibonacci,60,n,prove,openings,0.182000,0.184000,0.188000,s
32-reg,fibonacci,60,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,60,n,verify,instruction_lookups,0.013000,0.013000,0.015000,s
32-reg,fibonacci,60,n,verify,memory,0.009000,0.010000,0.010000,s
32-reg,fibonacci,62,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,preprocess,il_pp,0.008000,0.009000,0.009000,s
32-reg,fibonacci,62,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,preprocess,setup,2.498000,2.597000,2.705000,s
32-reg,fibonacci,62,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,prove,il_wit,0.003000,0.004000,0.004000,s
32-reg,fibonacci,62,n,prove,rwm_wit,0.001000,0.001000,0.002000,s
32-reg,fibonacci,62,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,62,n,prove,r1cs_setup,0.004000,0.004000,0.004000,s
32-reg,fibonacci,62,n,prove,r1cs_polys,0.003000,0.003000,0.003000,s
32-reg,fibonacci,62,n,prove,r1cs_aux,0.001000,0.001000,0.002000,s
32-reg,fibonacci,62,n,prove,commit,0.015000,0.015000,0.016000,s
32-reg,fibonacci,62,n,prove,bytecode,0.009000,0.009000,0.010000,s
32-reg,fibonacci,62,n,prove,il,0.314000,0.318000,0.321000,s
32-reg,fibonacci,62,n,prove,rwm,0.061000,0.062000,0.065000,s
32-reg,fibonacci,62,n,prove,spartan,0.023000,0.023000,0.024000,s
32-reg,fibonacci,62,n,prove,openings,0.182000,0.186000,0.190000,s
32-reg,fibonacci,62,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,62,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,62,n,verify,memory,0.008000,0.009000,0.011000,s
32-reg,fibonacci,64,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,64,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,preprocess,setup,2.541000,2.607000,2.741000,s
32-reg,fibonacci,64,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,prove,il_wit,0.004000,0.004000,0.005000,s
32-reg,fibonacci,64,n,prove,rwm_wit,0.001000,0.001000,0.002000,s
32-reg,fibonacci,64,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,64,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,64,n,prove,r1cs_polys,0.006000,0.006000,0.007000,s
32-reg,fibonacci,64,n,prove,r1cs_aux,0.001000,0.001000,0.002000,s
32-reg,fibonacci,64,n,prove,commit,0.015000,0.017000,0.018000,s
32-reg,fibonacci,64,n,prove,bytecode,0.010000,0.011000,0.011000,s
32-reg,fibonacci,64,n,prove,il,0.314000,0.318000,0.324000,s
32-reg,fibonacci,64,n,prove,rwm,0.065000,0.068000,0.069000,s
32-reg,fibonacci,64,n,prove,spartan,0.032000,0.033000,0.033000,s
32-reg,fibonacci,64,n,prove,openings,0.183000,0.185000,0.188000,s
32-reg,fibonacci,64,n,verify,bytecode,0.001000,0.002000,0.002000,s
32-reg,fibonacci,64,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,64,n,verify,memory,0.009000,0.010000,0.011000,s
32-reg,fibonacci,66,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,66,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,preprocess,setup,2.527000,2.626000,2.662000,s
32-reg,fibonacci,66,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,prove,il_wit,0.004000,0.004000,0.005000,s
32-reg,fibonacci,66,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,66,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,66,n,prove,r1cs_setup,0.004000,0.004000,0.007000,s
32-reg,fibonacci,66,n,prove,r1cs_polys,0.006000,0.006000,0.007000,s
32-reg,fibonacci,66,n,prove,r1cs_aux,0.001000,0.001000,0.002000,s
32-reg,fibonacci,66,n,prove,commit,0.016000,0.017000,0.018000,s
32-reg,fibonacci,66,n,prove,bytecode,0.010000,0.011000,0.011000,s
32-reg,fibonacci,66,n,prove,il,0.318000,0.319000,0.325000,s
32-reg,fibonacci,66,n,prove,rwm,0.065000,0.068000,0.069000,s
32-reg,fibonacci,66,n,prove,spartan,0.032000,0.033000,0.033000,s
32-reg,fibonacci,66,n,prove,openings,0.183000,0.185000,0.189000,s
32-reg,fibonacci,66,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,66,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,66,n,verify,memory,0.009000,0.010000,0.011000,s
32-reg,fibonacci,68,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,68,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,preprocess,setup,2.549000,2.570000,2.626000,s
32-reg,fibonacci,68,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,prove,il_wit,0.004000,0.004000,0.005000,s
32-reg,fibonacci,68,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,68,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,68,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,68,n,prove,r1cs_polys,0.006000,0.006000,0.007000,s
32-reg,fibonacci,68,n,prove,r1cs_aux,0.001000,0.001000,0.003000,s
32-reg,fibonacci,68,n,prove,commit,0.016000,0.017000,0.018000,s
32-reg,fibonacci,68,n,prove,bytecode,0.011000,0.011000,0.011000,s
32-reg,fibonacci,68,n,prove,il,0.314000,0.319000,0.322000,s
32-reg,fibonacci,68,n,prove,rwm,0.065000,0.067000,0.070000,s
32-reg,fibonacci,68,n,prove,spartan,0.032000,0.033000,0.033000,s
32-reg,fibonacci,68,n,prove,openings,0.181000,0.184000,0.188000,s
32-reg,fibonacci,68,n,verify,bytecode,0.001000,0.002000,0.002000,s
32-reg,fibonacci,68,n,verify,instruction_lookups,0.013000,0.014000,0.014000,s
32-reg,fibonacci,68,n,verify,memory,0.009000,0.010000,0.010000,s
32-reg,fibonacci,70,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,preprocess,il_pp,0.008000,0.009000,0.009000,s
32-reg,fibonacci,70,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,preprocess,setup,2.542000,2.596000,2.763000,s
32-reg,fibonacci,70,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,prove,il_wit,0.004000,0.004000,0.005000,s
32-reg,fibonacci,70,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,70,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,70,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,70,n,prove,r1cs_polys,0.006000,0.006000,0.007000,s
32-reg,fibonacci,70,n,prove,r1cs_aux,0.001000,0.001000,0.003000,s
32-reg,fibonacci,70,n,prove,commit,0.016000,0.017000,0.018000,s
32-reg,fibonacci,70,n,prove,bytecode,0.011000,0.011000,0.011000,s
32-reg,fibonacci,70,n,prove,il,0.314000,0.321000,0.324000,s
32-reg,fibonacci,70,n,prove,rwm,0.066000,0.067000,0.071000,s
32-reg,fibonacci,70,n,prove,spartan,0.032000,0.033000,0.033000,s
32-reg,fibonacci,70,n,prove,openings,0.182000,0.187000,0.191000,s
32-reg,fibonacci,70,n,verify,bytecode,0.001000,0.001000,0.002000,s
32-reg,fibonacci,70,n,verify,instruction_lookups,0.013000,0.013000,0.014000,s
32-reg,fibonacci,70,n,verify,memory,0.009000,0.010000,0.010000,s
32-reg,fibonacci,72,n,preprocess,shapes,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,preprocess,il_pp,0.008000,0.008000,0.009000,s
32-reg,fibonacci,72,n,preprocess,rwm_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,preprocess,bc_rows,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,preprocess,bc_pp,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,preprocess,setup,2.531000,2.592000,2.710000,s
32-reg,fibonacci,72,n,prove,preamble,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,prove,il_wit,0.004000,0.004000,0.005000,s
32-reg,fibonacci,72,n,prove,rwm_wit,0.001000,0.001000,0.001000,s
32-reg,fibonacci,72,n,prove,wit_join,0.000000,0.000000,0.000000,s
32-reg,fibonacci,72,n,prove,r1cs_setup,0.004000,0.004000,0.005000,s
32-reg,fibonacci,72,n,prove,r1cs_polys,0.006000,0.006000,0.007000,s
32-reg,fibonacci,72,n,prove,r1cs_aux,0.001000,0.001000,0.002000,s
32-reg,fibonacci,72,n,prove,commit,0.016000,0.017000,0.018000,s
32-reg,fibonacci,72,n,prove,bytecode,0.010000,0.011000,0.011000,s
32-reg,fibonacci,72,n,prove,il,0.315000,0.319000,0.325000,s
32-reg,fibonacci,72,n,prove,rwm,0.065000,0.067000,0.069000,s
32-reg,fibonacci,72,n,prove,spartan,0.032000,0.033000,0.034000,s
32-reg,fibonacci,72,n,prove,openings,0.182000,0.186000,0.189000,s
32-reg,fibonacci,72,n,verify,bytecode,0.001000,0.002000,0.002000,s
32-reg,fibonacci,72,n,verify,instruction_lookups,0.013000,0.014000,0.014000,s
32-reg,fibonacci,72,n,verify,memory,0.009000,0.009000,0.010000,s
32-reg,fibonacci,74,n,preprocess,shapes,0.000000,0.000000,0.000000,s
