variant,benchmark,input_value,input_metric,component,size_lo_mb,size_mid_mb,size_hi_mb,units
32-reg,fibonacci,17,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,17,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,17,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,18,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,18,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,18,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,19,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,19,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,19,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,20,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,20,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,20,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,21,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,21,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,21,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,22,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,22,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,22,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,23,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,23,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,23,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,24,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,24,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,24,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,25,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,25,n,proof,0.107000,0.107000,0.107000,MB
32-reg,fibonacci,25,n,total,0.122000,0.122000,0.122000,MB
32-reg,fibonacci,26,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,26,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,26,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,27,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,27,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,27,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,28,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,28,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,28,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,29,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,29,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,29,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,30,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,30,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,30,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,31,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,31,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,31,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,32,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,32,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,32,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,33,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,33,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,33,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,34,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,34,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,34,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,35,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,35,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,35,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,36,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,36,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,36,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,37,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,37,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,37,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,38,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,38,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,38,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,39,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,39,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,39,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,40,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,40,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,40,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,41,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,41,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,41,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,42,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,42,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,42,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,43,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,43,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,43,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,44,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,44,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,44,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,45,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,45,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,45,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,46,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,46,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,46,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,47,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,47,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,47,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,48,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,48,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,48,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,49,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,49,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,49,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,50,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,50,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,50,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,52,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,52,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,52,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,54,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,54,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,54,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,56,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,56,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,56,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,58,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,58,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,58,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,60,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,60,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,60,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,62,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,62,n,proof,0.112000,0.112000,0.112000,MB
32-reg,fibonacci,62,n,total,0.127000,0.127000,0.127000,MB
32-reg,fibonacci,64,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,64,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,64,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,66,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,66,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,66,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,68,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,68,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,68,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,70,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,70,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,70,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,72,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,72,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,72,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,74,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,74,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,74,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,76,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,76,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,76,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,78,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,78,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,78,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,80,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,80,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,80,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,82,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,82,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,82,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,84,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,84,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,84,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,86,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,86,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,86,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,88,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,88,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,88,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,90,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,90,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,90,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,92,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,92,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,92,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,94,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,94,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,94,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,96,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,96,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,96,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,98,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,98,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,98,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,100,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,100,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,100,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,105,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,105,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,105,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,110,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,110,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,110,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,115,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,115,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,115,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,120,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,120,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,120,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,125,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,125,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,125,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,130,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,130,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,130,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,135,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,135,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,135,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,140,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,140,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,140,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,145,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,145,n,proof,0.118000,0.118000,0.118000,MB
32-reg,fibonacci,145,n,total,0.133000,0.133000,0.133000,MB
32-reg,fibonacci,150,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,150,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,150,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,155,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,155,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,155,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,160,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,160,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,160,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,165,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,165,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,165,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,170,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,170,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,170,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,175,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,175,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,175,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,180,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,180,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,180,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,185,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,185,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,185,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,190,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,190,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,190,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,195,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,195,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,195,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,200,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,200,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,200,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,210,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,210,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,210,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,220,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,220,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,220,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,230,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,230,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,230,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,240,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,240,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,240,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,250,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,250,n,proof,0.125000,0.125000,0.125000,MB
32-reg,fibonacci,250,n,total,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,500,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,500,n,proof,0.131000,0.131000,0.131000,MB
32-reg,fibonacci,500,n,total,0.146000,0.146000,0.146000,MB
32-reg,fibonacci,750,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,750,n,proof,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,750,n,total,0.153000,0.153000,0.153000,MB
32-reg,fibonacci,1000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,1000,n,proof,0.139000,0.139000,0.139000,MB
32-reg,fibonacci,1000,n,total,0.153000,0.153000,0.153000,MB
32-reg,fibonacci,2000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,2000,n,proof,0.146000,0.146000,0.146000,MB
32-reg,fibonacci,2000,n,total,0.161000,0.161000,0.161000,MB
32-reg,fibonacci,3000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,3000,n,proof,0.154000,0.154000,0.154000,MB
32-reg,fibonacci,3000,n,total,0.169000,0.169000,0.169000,MB
32-reg,fibonacci,4000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,4000,n,proof,0.154000,0.154000,0.154000,MB
32-reg,fibonacci,4000,n,total,0.169000,0.169000,0.169000,MB
32-reg,fibonacci,5000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,5000,n,proof,0.154000,0.154000,0.154000,MB
32-reg,fibonacci,5000,n,total,0.169000,0.169000,0.169000,MB
32-reg,fibonacci,6000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,6000,n,proof,0.162000,0.162000,0.162000,MB
32-reg,fibonacci,6000,n,total,0.177000,0.177000,0.177000,MB
32-reg,fibonacci,7000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,7000,n,proof,0.162000,0.162000,0.162000,MB
32-reg,fibonacci,7000,n,total,0.177000,0.177000,0.177000,MB
32-reg,fibonacci,8000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,8000,n,proof,0.162000,0.162000,0.162000,MB
32-reg,fibonacci,8000,n,total,0.177000,0.177000,0.177000,MB
32-reg,fibonacci,9000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,9000,n,proof,0.162000,0.162000,0.162000,MB
32-reg,fibonacci,9000,n,total,0.177000,0.177000,0.177000,MB
32-reg,fibonacci,10000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,10000,n,proof,0.162000,0.162000,0.162000,MB
32-reg,fibonacci,10000,n,total,0.177000,0.177000,0.177000,MB
32-reg,fibonacci,12500,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,12500,n,proof,0.171000,0.171000,0.171000,MB
32-reg,fibonacci,12500,n,total,0.186000,0.186000,0.186000,MB
32-reg,fibonacci,15000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,15000,n,proof,0.171000,0.171000,0.171000,MB
32-reg,fibonacci,15000,n,total,0.186000,0.186000,0.186000,MB
32-reg,fibonacci,17500,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,17500,n,proof,0.171000,0.171000,0.171000,MB
32-reg,fibonacci,17500,n,total,0.186000,0.186000,0.186000,MB
32-reg,fibonacci,20000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,20000,n,proof,0.171000,0.171000,0.171000,MB
32-reg,fibonacci,20000,n,total,0.186000,0.186000,0.186000,MB
32-reg,fibonacci,25000,n,commitments,0.015000,0.015000,0.015000,MB
32-reg,fibonacci,25000,n,proof,0.181000,0.181000,0.181000,MB
32-reg,fibonacci,25000,n,total,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,1,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,1,cycles,proof,0.151000,0.151000,0.151000,MB
32-reg,sha2_chain,1,cycles,total,0.165000,0.165000,0.165000,MB
32-reg,sha2_chain,2,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,2,cycles,proof,0.151000,0.151000,0.151000,MB
32-reg,sha2_chain,2,cycles,total,0.165000,0.165000,0.165000,MB
32-reg,sha2_chain,3,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,3,cycles,proof,0.159000,0.159000,0.159000,MB
32-reg,sha2_chain,3,cycles,total,0.173000,0.173000,0.173000,MB
32-reg,sha2_chain,4,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,4,cycles,proof,0.159000,0.159000,0.159000,MB
32-reg,sha2_chain,4,cycles,total,0.173000,0.173000,0.173000,MB
32-reg,sha2_chain,5,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,5,cycles,proof,0.167000,0.167000,0.167000,MB
32-reg,sha2_chain,5,cycles,total,0.182000,0.182000,0.182000,MB
32-reg,sha2_chain,6,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,6,cycles,proof,0.167000,0.167000,0.167000,MB
32-reg,sha2_chain,6,cycles,total,0.182000,0.182000,0.182000,MB
32-reg,sha2_chain,7,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,7,cycles,proof,0.167000,0.167000,0.167000,MB
32-reg,sha2_chain,7,cycles,total,0.182000,0.182000,0.182000,MB
32-reg,sha2_chain,8,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,8,cycles,proof,0.167000,0.167000,0.167000,MB
32-reg,sha2_chain,8,cycles,total,0.182000,0.182000,0.182000,MB
32-reg,sha2_chain,9,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,9,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,9,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,10,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,10,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,10,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,11,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,11,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,11,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,12,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,12,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,12,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,13,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,13,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,13,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,14,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,14,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,14,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,15,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,15,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,15,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,16,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,16,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,16,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,17,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,17,cycles,proof,0.176000,0.176000,0.176000,MB
32-reg,sha2_chain,17,cycles,total,0.191000,0.191000,0.191000,MB
32-reg,sha2_chain,18,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,18,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,18,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,19,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,19,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,19,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,20,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,20,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,20,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,21,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,21,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,21,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,22,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,22,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,22,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,23,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,23,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,23,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,24,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,24,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,24,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,25,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,25,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,25,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,26,cycles,commitments,0.015000,0.015000,0.015000,MB
